Seq( ),RAJ2000(deg),DEJ2000(deg),M( ),Jmag(mag),e_Jmag(mag),o_Jmag( ),Hmag(mag),e_Hmag(mag),o_Hmag( ),Ksmag(mag),e_Ksmag(mag),o_Ksmag( ),J-H(mag),H-Ks(mag),J-Ks(mag),recno()
21293.0,296.26723,-14.65156, ,18.259,0.059,15.0,17.613,0.047,16.0,17.263,0.087,15.0,0.646,0.35,0.996,4862.0
40522.0,296.26724,-14.8604, ,17.8,0.041,29.0,16.89,0.038,31.0,16.629,0.049,27.0,0.91,0.261,1.171,4863.0
11093.0,296.26724,-14.7986, ,17.336,0.05,18.0,16.299,0.035,17.0,15.755,0.023,14.0,1.037,0.544,1.581,4864.0
21939.0,296.26724,-14.64374, ,18.837,0.118,16.0,17.971,0.07,16.0,17.696,0.131,16.0,0.866,0.275,1.141,4865.0
30809.0,296.26732,-14.94304, ,18.029,0.046,12.0,17.321,0.027,13.0,17.075,0.069,12.0,0.708,0.246,0.954,4866.0
21395.0,296.26732,-14.75236, ,18.716,0.092,11.0,18.02,0.042,11.0,17.705,0.149,11.0,0.696,0.315,1.011,4867.0
30456.0,296.26734,-14.91813, ,17.127,0.022,14.0,16.354,0.026,14.0,16.174,0.048,14.0,0.773,0.18,0.953,4868.0
20797.0,296.26734,-14.74574, ,18.145,0.027,14.0,17.486,0.066,15.0,17.329,0.101,15.0,0.659,0.157,0.816,4869.0
11012.0,296.26737,-14.80687, ,17.903,0.062,16.0,16.937,0.03,16.0,16.636,0.063,17.0,0.966,0.301,1.267,4870.0
30206.0,296.26738,-14.92676, ,16.848,0.013,11.0,16.106,0.021,14.0,15.856,0.015,11.0,0.742,0.25,0.992,4871.0
20253.0,296.26738,-14.71725, ,17.101,0.021,15.0,16.268,0.021,17.0,16.041,0.049,15.0,0.833,0.227,1.06,4872.0
40523.0,296.26741,-14.85456, ,18.571,0.069,28.0,17.71,0.031,22.0,17.485,0.112,27.0,0.861,0.225,1.086,4873.0
11451.0,296.26743,-14.75171, ,17.727,0.038,13.0,16.806,0.04,14.0,16.497,0.046,17.0,0.921,0.309,1.23,4874.0
11333.0,296.26744,-14.77299, ,17.607,0.035,17.0,16.716,0.041,16.0,16.467,0.035,16.0,0.891,0.249,1.14,4875.0
21167.0,296.26744,-14.68935, ,18.186,0.065,13.0,17.72,0.088,15.0,17.491,0.108,12.0,0.466,0.229,0.695,4876.0
21870.0,296.26751,-14.67089, ,18.678,0.085,11.0,18.054,0.083,12.0,17.618,0.12,14.0,0.624,0.436,1.06,4877.0
10335.0,296.26755,-14.82155, ,16.245,0.012,15.0,15.74,0.009,12.0,15.599,0.023,15.0,0.505,0.141,0.646,4878.0
11281.0,296.26759,-14.77861, ,17.319,0.016,12.0,16.376,0.02,14.0,16.017,0.035,16.0,0.943,0.359,1.302,4879.0
11291.0,296.2676,-14.7775, ,17.773,0.063,17.0,16.776,0.038,17.0,16.455,0.045,15.0,0.997,0.321,1.318,4880.0
21531.0,296.26762,-14.73695, ,18.814,0.128,13.0,17.821,0.089,15.0,17.569,0.164,15.0,0.993,0.252,1.245,4881.0
13793.0,296.26763,-14.7882, ,18.736,0.087,15.0,17.922,0.053,14.0,17.713,0.167,15.0,0.814,0.209,1.023,4882.0
13708.0,296.26763,-14.79492, ,19.029,0.153,15.0,18.144,0.101,15.0,17.962,0.08,12.0,0.885,0.182,1.067,4883.0
12742.0,296.26765,-14.76074, ,18.435,0.06,14.0,17.525,0.065,17.0,17.23,0.083,18.0,0.91,0.295,1.205,4884.0
20614.0,296.26769,-14.68061,L,19.6,1.617,16.0,17.605,0.764,17.0,16.301,0.528,17.0,1.995,1.304,3.299,4885.0
40524.0,296.26771,-14.74666, ,18.734,0.057,27.0,17.833,0.057,27.0,17.595,0.148,34.0,0.901,0.238,1.139,4886.0
11262.0,296.26772,-14.78118, ,17.466,0.044,17.0,16.503,0.052,17.0,16.178,0.063,18.0,0.963,0.325,1.288,4887.0
30012.0,296.26773,-14.89675, ,13.055,0.004,12.0,12.47,0.007,15.0,12.322,0.016,14.0,0.585,0.148,0.733,4888.0
30479.0,296.26773,-14.90854, ,17.655,0.018,8.0,16.482,0.05,12.0,15.865,0.084,14.0,1.173,0.617,1.79,4889.0
13448.0,296.26775,-14.81677, ,18.9,0.094,13.0,17.929,0.063,16.0,17.687,0.071,13.0,0.971,0.242,1.213,4890.0
30105.0,296.2678,-14.92612, ,16.103,0.016,14.0,15.312,0.014,14.0,15.081,0.027,14.0,0.791,0.231,1.022,4891.0
12085.0,296.26783,-14.81571, ,18.478,0.089,15.0,17.633,0.04,13.0,17.447,0.134,17.0,0.845,0.186,1.031,4892.0
21202.0,296.26787,-14.68236, ,18.67,0.035,11.0,17.8,0.057,14.0,17.461,0.071,16.0,0.87,0.339,1.209,4893.0
10431.0,296.26789,-14.79646, ,17.074,0.019,14.0,16.288,0.028,18.0,16.067,0.048,17.0,0.786,0.221,1.007,4894.0
31706.0,296.26789,-14.88854, ,18.463,0.14,13.0,17.933,0.09,14.0,17.674,0.132,13.0,0.53,0.259,0.789,4895.0
21639.0,296.2679,-14.72551, ,18.863,0.082,14.0,18.103,0.094,14.0,17.991,0.173,16.0,0.76,0.112,0.872,4896.0
30121.0,296.26791,-14.90185, ,16.078,0.015,12.0,15.253,0.009,12.0,15.018,0.004,8.0,0.825,0.235,1.06,4897.0
30058.0,296.26792,-14.90651, ,14.933,0.01,14.0,14.411,0.004,12.0,14.273,0.023,14.0,0.522,0.138,0.66,4898.0
30913.0,296.26793,-14.9134, ,18.54,0.05,13.0,17.672,0.068,14.0,17.405,0.065,12.0,0.868,0.267,1.135,4899.0
40525.0,296.26795,-14.85152, ,18.292,0.064,30.0,17.742,0.068,31.0,17.509,0.152,28.0,0.55,0.233,0.783,4900.0
21834.0,296.26795,-14.68399, ,18.63,0.054,14.0,17.927,0.062,13.0,17.73,0.115,15.0,0.703,0.197,0.9,4901.0
20113.0,296.26797,-14.71337, ,16.066,0.019,16.0,15.322,0.02,16.0,15.069,0.013,14.0,0.744,0.253,0.997,4902.0
12321.0,296.26797,-14.79961, ,18.197,0.065,16.0,17.255,0.029,15.0,16.823,0.067,16.0,0.942,0.432,1.374,4903.0
20129.0,296.26798,-14.68945, ,15.625,0.008,14.0,15.075,0.014,17.0,14.888,0.021,17.0,0.55,0.187,0.737,4904.0
30595.0,296.268,-14.87382, ,17.271,0.045,14.0,16.564,0.039,15.0,16.314,0.049,14.0,0.707,0.25,0.957,4905.0
30955.0,296.26808,-14.90523, ,17.57,0.024,12.0,16.838,0.038,15.0,16.641,0.07,14.0,0.732,0.197,0.929,4906.0
11373.0,296.26809,-14.76754, ,17.527,0.034,14.0,16.37,0.061,17.0,15.699,0.025,15.0,1.157,0.671,1.828,4907.0
21947.0,296.26809,-14.64141, ,18.416,0.057,15.0,17.859,0.116,16.0,17.512,0.13,15.0,0.557,0.347,0.904,4908.0
21090.0,296.26812,-14.70825, ,18.359,0.051,16.0,17.552,0.032,14.0,17.284,0.079,15.0,0.807,0.268,1.075,4909.0
40526.0,296.26813,-14.85208, ,18.154,0.08,29.0,17.427,0.058,27.0,17.225,0.081,29.0,0.727,0.202,0.929,4910.0
13388.0,296.26814,-14.82123, ,18.866,0.071,14.0,18.023,0.065,13.0,17.765,0.101,15.0,0.843,0.258,1.101,4911.0
12690.0,296.26819,-14.76639, ,18.212,0.041,14.0,17.275,0.033,13.0,16.836,0.058,16.0,0.937,0.439,1.376,4912.0
21896.0,296.26819,-14.66035, ,18.73,0.079,13.0,17.981,0.084,14.0,17.648,0.081,12.0,0.749,0.333,1.082,4913.0
31757.0,296.2682,-14.88131, ,18.485,0.135,13.0,18.032,0.097,13.0,17.899,0.167,12.0,0.453,0.133,0.586,4914.0
21683.0,296.26822,-14.71812, ,18.5,0.058,13.0,17.938,0.059,15.0,17.567,0.103,14.0,0.562,0.371,0.933,4915.0
21861.0,296.26823,-14.67551, ,18.711,0.075,13.0,17.829,0.037,13.0,17.624,0.129,14.0,0.882,0.205,1.087,4916.0
31574.0,296.26824,-14.91559, ,18.014,0.072,14.0,17.984,0.105,15.0,17.793,0.156,12.0,0.03,0.191,0.221,4917.0
13437.0,296.26828,-14.81772, ,18.963,0.121,15.0,18.143,0.1,14.0,17.897,0.219,18.0,0.82,0.246,1.066,4918.0
20289.0,296.26834,-14.68317, ,16.613,0.015,15.0,15.936,0.01,13.0,15.7,0.023,17.0,0.677,0.236,0.913,4919.0
21516.0,296.26837,-14.73957, ,18.942,0.051,12.0,18.144,0.057,12.0,17.772,0.172,16.0,0.798,0.372,1.17,4920.0
40527.0,296.26838,-14.8668, ,18.727,0.152,20.0,17.825,0.106,23.0,17.53,0.086,20.0,0.902,0.295,1.197,4921.0
12646.0,296.2684,-14.77096, ,18.657,0.091,10.0,17.787,0.049,14.0,17.543,0.134,17.0,0.87,0.244,1.114,4922.0
12999.0,296.26848,-14.86639, ,19.277,0.302,11.0,18.308,0.184,12.0,18.0,0.25,13.0,0.969,0.308,1.277,4923.0
21174.0,296.26849,-14.68868, ,18.651,0.042,12.0,17.797,0.06,14.0,17.538,0.15,16.0,0.854,0.259,1.113,4924.0
10922.0,296.2685,-14.81735, ,17.488,0.027,17.0,16.931,0.028,15.0,16.805,0.086,14.0,0.557,0.126,0.683,4925.0
12597.0,296.2685,-14.77626, ,18.566,0.057,13.0,17.627,0.072,16.0,17.336,0.135,16.0,0.939,0.291,1.23,4926.0
30936.0,296.26854,-14.90854, ,17.863,0.046,14.0,17.485,0.057,14.0,17.325,0.051,9.0,0.378,0.16,0.538,4927.0
10196.0,296.26855,-14.76965, ,16.044,0.008,16.0,15.395,0.011,14.0,15.221,0.025,17.0,0.649,0.174,0.823,4928.0
11236.0,296.26856,-14.78356, ,17.928,0.045,18.0,17.019,0.065,18.0,16.688,0.056,17.0,0.909,0.331,1.24,4929.0
20675.0,296.26858,-14.64372, ,17.15,0.02,15.0,16.466,0.026,16.0,16.146,0.016,11.0,0.684,0.32,1.004,4930.0
20236.0,296.26861,-14.72642, ,17.396,0.142,15.0,16.188,0.064,14.0,15.391,0.055,15.0,1.208,0.797,2.005,4931.0
12240.0,296.26862,-14.80463, ,18.388,0.072,16.0,17.791,0.07,15.0,17.633,0.072,13.0,0.597,0.158,0.755,4932.0
31778.0,296.26862,-14.87806, ,18.941,0.067,13.0,18.004,0.033,11.0,17.722,0.105,12.0,0.937,0.282,1.219,4933.0
31160.0,296.26864,-14.87146, ,18.047,0.035,13.0,17.066,0.023,11.0,16.766,0.052,13.0,0.981,0.3,1.281,4934.0
10903.0,296.26865,-14.81991, ,17.843,0.057,17.0,16.855,0.034,16.0,16.535,0.022,13.0,0.988,0.32,1.308,4935.0
31683.0,296.26865,-14.89274, ,18.511,0.084,13.0,17.831,0.1,15.0,17.605,0.065,11.0,0.68,0.226,0.906,4936.0
40528.0,296.26868,-14.86272, ,18.797,0.109,29.0,17.975,0.079,29.0,17.685,0.143,25.0,0.822,0.29,1.112,4937.0
21427.0,296.26871,-14.74865, ,18.803,0.155,15.0,18.124,0.15,16.0,17.939,0.215,16.0,0.679,0.185,0.864,4938.0
21266.0,296.26873,-14.66189, ,18.123,0.049,14.0,17.737,0.097,16.0,17.516,0.027,9.0,0.386,0.221,0.607,4939.0
30854.0,296.26874,-14.92689, ,18.631,0.085,13.0,17.716,0.09,15.0,17.423,0.099,14.0,0.915,0.293,1.208,4940.0
31384.0,296.26877,-14.96599, ,18.373,0.054,13.0,17.929,0.05,13.0,17.761,0.071,11.0,0.444,0.168,0.612,4941.0
20051.0,296.26881,-14.72959, ,15.332,0.008,15.0,14.893,0.016,16.0,14.759,0.026,17.0,0.439,0.134,0.573,4942.0
21033.0,296.26882,-14.71824, ,18.398,0.074,15.0,17.512,0.062,17.0,17.278,0.075,15.0,0.886,0.234,1.12,4943.0
31466.0,296.26882,-14.94041, ,18.925,0.171,13.0,17.996,0.062,14.0,17.776,0.095,13.0,0.929,0.22,1.149,4944.0
31175.0,296.26885,-14.86969, ,18.549,0.066,13.0,17.649,0.051,12.0,17.419,0.122,14.0,0.9,0.23,1.13,4945.0
13681.0,296.26885,-14.7977, ,18.999,0.086,15.0,17.971,0.038,13.0,17.755,0.123,14.0,1.028,0.216,1.244,4946.0
30935.0,296.26886,-14.90834, ,18.079,0.036,9.0,17.031,0.021,12.0,16.771,0.036,12.0,1.048,0.26,1.308,4947.0
11092.0,296.26888,-14.7987, ,17.504,0.046,16.0,16.569,0.033,17.0,16.264,0.055,15.0,0.935,0.305,1.24,4948.0
21655.0,296.2689,-14.72346, ,18.344,0.053,6.0,17.966,0.14,15.0,17.592,0.134,16.0,0.378,0.374,0.752,4949.0
30295.0,296.26895,-14.86889, ,16.782,0.023,13.0,16.056,0.024,14.0,15.834,0.029,14.0,0.726,0.222,0.948,4950.0
30964.0,296.26901,-14.90332, ,18.502,0.046,12.0,17.592,0.019,13.0,17.333,0.076,13.0,0.91,0.259,1.169,4951.0
14044.0,296.26902,-14.76447, ,18.787,0.074,14.0,17.94,0.115,17.0,17.66,0.132,15.0,0.847,0.28,1.127,4952.0
21491.0,296.26905,-14.74239, ,18.824,0.012,8.0,17.942,0.05,12.0,17.666,0.058,12.0,0.882,0.276,1.158,4953.0
13811.0,296.26905,-14.78647, ,18.858,0.061,15.0,17.946,0.138,10.0,17.673,0.128,15.0,0.912,0.273,1.185,4954.0
21197.0,296.2691,-14.68392, ,18.372,0.103,15.0,17.528,0.04,15.0,17.241,0.058,14.0,0.844,0.287,1.131,4955.0
21246.0,296.26911,-14.66906, ,18.221,0.036,12.0,17.528,0.054,15.0,17.251,0.106,17.0,0.693,0.277,0.97,4956.0
30506.0,296.26914,-14.89893, ,17.431,0.016,12.0,16.655,0.019,11.0,16.47,0.071,14.0,0.776,0.185,0.961,4957.0
31709.0,296.26916,-14.88783, ,18.832,0.1,14.0,17.836,0.049,12.0,17.462,0.112,13.0,0.996,0.374,1.37,4958.0
30181.0,296.26917,-14.94692, ,16.389,0.016,13.0,15.865,0.02,15.0,15.762,0.029,14.0,0.524,0.103,0.627,4959.0
13257.0,296.26917,-14.83432, ,18.567,0.063,14.0,17.686,0.069,18.0,17.499,0.133,16.0,0.881,0.187,1.068,4960.0
10714.0,296.26917,-14.84359, ,17.981,0.098,17.0,17.021,0.078,18.0,16.553,0.059,17.0,0.96,0.468,1.428,4961.0
11338.0,296.26918,-14.77233, ,17.573,0.067,16.0,16.66,0.046,17.0,16.295,0.055,17.0,0.913,0.365,1.278,4962.0
11436.0,296.26918,-14.75398, ,17.562,0.086,16.0,16.691,0.071,17.0,16.351,0.01,10.0,0.871,0.34,1.211,4963.0
11766.0,296.26918,-14.84623, ,18.52,0.127,13.0,17.563,0.097,13.0,17.378,0.134,16.0,0.957,0.185,1.142,4964.0
21927.0,296.26921,-14.64997, ,18.534,0.047,13.0,17.93,0.073,16.0,17.656,0.117,13.0,0.604,0.274,0.878,4965.0
11777.0,296.26924,-14.84509, ,18.496,0.06,14.0,17.61,0.073,13.0,17.429,0.105,16.0,0.886,0.181,1.067,4966.0
13363.0,296.26925,-14.82315, ,19.0,0.078,12.0,18.144,0.127,16.0,17.832,0.166,16.0,0.856,0.312,1.168,4967.0
31617.0,296.26926,-14.90659, ,18.869,0.063,13.0,17.93,0.114,14.0,17.752,0.277,14.0,0.939,0.178,1.117,4968.0
40529.0,296.26928,-14.73881, ,17.63,0.092,31.0,16.642,0.065,30.0,16.094,0.089,34.0,0.988,0.548,1.536,4969.0
20625.0,296.26931,-14.67482, ,17.04,0.027,15.0,16.642,0.03,16.0,16.465,0.046,16.0,0.398,0.177,0.575,4970.0
20273.0,296.26932,-14.70252, ,16.606,0.006,11.0,15.939,0.024,15.0,15.631,0.027,15.0,0.667,0.308,0.975,4971.0
13735.0,296.26934,-14.7927, ,18.65,0.072,15.0,17.76,0.062,16.0,17.604,0.141,16.0,0.89,0.156,1.046,4972.0
20311.0,296.26937,-14.66636,s,17.187,0.123,14.0,16.197,0.157,17.0,15.494,0.068,14.0,0.99,0.703,1.693,4973.0
20635.0,296.26938,-14.6717, ,17.479,0.036,14.0,16.526,0.032,15.0,16.033,0.057,15.0,0.953,0.493,1.446,4974.0
13778.0,296.26941,-14.78944, ,19.014,0.196,17.0,18.012,0.047,13.0,17.59,0.123,15.0,1.002,0.422,1.424,4975.0
10720.0,296.26943,-14.84287, ,16.899,0.036,18.0,16.407,0.03,18.0,16.29,0.023,11.0,0.492,0.117,0.609,4976.0
21515.0,296.26943,-14.73987, ,18.733,0.055,13.0,17.916,0.068,14.0,17.636,0.184,17.0,0.817,0.28,1.097,4977.0
10478.0,296.26943,-14.78091, ,17.484,0.106,17.0,16.281,0.074,18.0,15.55,0.069,17.0,1.203,0.731,1.934,4978.0
30099.0,296.26945,-14.93169, ,15.619,0.01,13.0,15.085,0.004,11.0,14.972,0.025,13.0,0.534,0.113,0.647,4979.0
12037.0,296.26945,-14.81891, ,17.987,0.047,17.0,17.095,0.016,13.0,16.848,0.1,16.0,0.892,0.247,1.139,4980.0
20018.0,296.26947,-14.73605, ,13.876,0.005,13.0,13.484,0.019,17.0,13.347,0.017,16.0,0.392,0.137,0.529,4981.0
13952.0,296.26947,-14.77432, ,18.796,0.074,14.0,17.865,0.042,14.0,17.564,0.126,16.0,0.931,0.301,1.232,4982.0
30561.0,296.26951,-14.88491, ,17.573,0.043,14.0,16.983,0.034,13.0,16.837,0.052,13.0,0.59,0.146,0.736,4983.0
12231.0,296.26952,-14.80513, ,18.704,0.083,16.0,17.812,0.088,16.0,17.586,0.083,15.0,0.892,0.226,1.118,4984.0
21058.0,296.26953,-14.71387, ,18.877,0.071,13.0,18.098,0.047,14.0,17.777,0.094,13.0,0.779,0.321,1.1,4985.0
20529.0,296.26954,-14.71498, ,17.436,0.076,15.0,16.326,0.066,16.0,15.695,0.057,15.0,1.11,0.631,1.741,4986.0
20604.0,296.26956,-14.68415, ,17.421,0.024,13.0,16.894,0.041,16.0,16.757,0.057,16.0,0.527,0.137,0.664,4987.0
30092.0,296.26957,-14.94023, ,16.22,0.013,13.0,15.307,0.016,15.0,15.08,0.021,12.0,0.913,0.227,1.14,4988.0
10983.0,296.26963,-14.81199, ,17.461,0.057,16.0,16.461,0.051,16.0,16.034,0.045,15.0,1.0,0.427,1.427,4989.0
21404.0,296.26965,-14.7506, ,18.817,0.116,13.0,17.979,0.081,15.0,17.72,0.119,12.0,0.838,0.259,1.097,4990.0
13332.0,296.26967,-14.82629, ,19.088,0.184,17.0,18.164,0.075,16.0,17.902,0.09,14.0,0.924,0.262,1.186,4991.0
12069.0,296.26968,-14.81626, ,17.527,0.018,11.0,16.94,0.032,15.0,16.796,0.082,16.0,0.587,0.144,0.731,4992.0
12568.0,296.26968,-14.77931, ,18.065,0.106,16.0,17.11,0.047,14.0,16.786,0.082,17.0,0.955,0.324,1.279,4993.0
21734.0,296.26969,-14.70917, ,18.408,0.054,13.0,17.818,0.046,13.0,17.585,0.099,16.0,0.59,0.233,0.823,4994.0
13915.0,296.26969,-14.77773, ,18.596,0.084,14.0,17.743,0.041,11.0,17.548,0.186,17.0,0.853,0.195,1.048,4995.0
12794.0,296.26972,-14.75445, ,18.037,0.066,17.0,17.498,0.067,16.0,17.317,0.108,16.0,0.539,0.181,0.72,4996.0
12049.0,296.26972,-14.81767, ,18.476,0.075,16.0,17.634,0.038,14.0,17.27,0.126,17.0,0.842,0.364,1.206,4997.0
30426.0,296.26973,-14.92743, ,17.02,0.013,14.0,16.579,0.015,11.0,16.509,0.06,13.0,0.441,0.07,0.511,4998.0
30243.0,296.26975,-14.90647, ,16.866,0.021,13.0,16.073,0.015,12.0,15.86,0.024,13.0,0.793,0.213,1.006,4999.0
13249.0,296.26976,-14.83504, ,18.349,0.053,15.0,17.845,0.069,14.0,17.753,0.097,16.0,0.504,0.092,0.596,5000.0
21697.0,296.26977,-14.7155, ,19.049,0.158,15.0,18.199,0.08,15.0,17.774,0.086,13.0,0.85,0.425,1.275,5001.0
30081.0,296.26979,-14.96926, ,15.653,0.016,14.0,15.235,0.017,15.0,15.145,0.039,14.0,0.418,0.09,0.508,5002.0
13403.0,296.2698,-14.82047, ,18.855,0.049,13.0,18.062,0.132,15.0,17.824,0.211,18.0,0.793,0.238,1.031,5003.0
20465.0,296.2698,-14.72881, ,17.811,0.057,14.0,17.052,0.064,16.0,16.874,0.094,16.0,0.759,0.178,0.937,5004.0
10349.0,296.26981,-14.81684, ,16.347,0.011,14.0,15.918,0.011,14.0,15.821,0.04,16.0,0.429,0.097,0.526,5005.0
30893.0,296.26981,-14.91845, ,17.724,0.025,11.0,16.991,0.02,11.0,16.87,0.066,12.0,0.733,0.121,0.854,5006.0
21816.0,296.26981,-14.68879, ,18.895,0.101,15.0,18.002,0.091,17.0,17.691,0.058,12.0,0.893,0.311,1.204,5007.0
21308.0,296.26984,-14.64657, ,17.762,0.028,14.0,17.239,0.054,16.0,17.052,0.126,17.0,0.523,0.187,0.71,5008.0
13889.0,296.26984,-14.78087, ,18.438,0.058,17.0,17.595,0.034,12.0,17.317,0.126,17.0,0.843,0.278,1.121,5009.0
11379.0,296.26987,-14.76657, ,17.487,0.017,13.0,16.769,0.032,15.0,16.506,0.054,16.0,0.718,0.263,0.981,5010.0
13481.0,296.26999,-14.81334, ,18.622,0.11,17.0,17.952,0.071,16.0,17.665,0.123,15.0,0.67,0.287,0.957,5011.0
30413.0,296.27001,-14.93167, ,17.377,0.037,13.0,16.79,0.013,11.0,16.663,0.071,12.0,0.587,0.127,0.714,5012.0
10499.0,296.27001,-14.77471, ,17.131,0.075,18.0,16.002,0.037,14.0,15.266,0.06,18.0,1.129,0.736,1.865,5013.0
12098.0,296.27007,-14.81426, ,18.191,0.056,13.0,17.47,0.039,16.0,17.222,0.092,17.0,0.721,0.248,0.969,5014.0
12760.0,296.27011,-14.75857, ,18.097,0.074,17.0,17.216,0.009,11.0,16.97,0.083,18.0,0.881,0.246,1.127,5015.0
12046.0,296.27013,-14.81815, ,18.469,0.072,16.0,17.535,0.036,14.0,17.349,0.106,17.0,0.934,0.186,1.12,5016.0
13572.0,296.27017,-14.80581, ,18.946,0.091,13.0,18.075,0.112,16.0,17.798,0.131,16.0,0.871,0.277,1.148,5017.0
10871.0,296.27018,-14.82319, ,17.103,0.023,16.0,16.652,0.016,11.0,16.565,0.052,15.0,0.451,0.087,0.538,5018.0
13939.0,296.2702,-14.77558, ,18.804,0.092,16.0,17.931,0.054,15.0,17.662,0.148,16.0,0.873,0.269,1.142,5019.0
13560.0,296.27025,-14.80626, ,18.981,0.048,11.0,18.033,0.083,14.0,18.052,0.304,18.0,0.948,-0.019,0.929,5020.0
31697.0,296.27026,-14.89007, ,18.776,0.053,11.0,17.95,0.037,11.0,17.551,0.08,12.0,0.826,0.399,1.225,5021.0
21789.0,296.27026,-14.69609, ,18.6,0.071,14.0,17.714,0.085,16.0,17.473,0.138,15.0,0.886,0.241,1.127,5022.0
40530.0,296.27029,-14.74519, ,18.443,0.078,31.0,17.697,0.054,29.0,17.469,0.128,33.0,0.746,0.228,0.974,5023.0
12619.0,296.27029,-14.77433, ,18.403,0.068,18.0,17.498,0.019,13.0,17.262,0.125,17.0,0.905,0.236,1.141,5024.0
12689.0,296.27032,-14.76639, ,17.815,0.034,15.0,16.976,0.035,16.0,16.721,0.065,17.0,0.839,0.255,1.094,5025.0
11898.0,296.27033,-14.8327, ,18.481,0.043,12.0,17.505,0.047,16.0,17.263,0.093,15.0,0.976,0.242,1.218,5026.0
11358.0,296.27034,-14.76959, ,17.286,0.027,17.0,16.385,0.012,13.0,16.158,0.027,13.0,0.901,0.227,1.128,5027.0
10038.0,296.27038,-14.77841, ,14.005,0.005,14.0,13.599,0.009,16.0,13.485,0.025,18.0,0.406,0.114,0.52,5028.0
11248.0,296.27038,-14.7827, ,17.57,0.164,17.0,16.501,0.129,18.0,15.868,0.124,18.0,1.069,0.633,1.702,5029.0
30816.0,296.2704,-14.93932, ,17.934,0.053,14.0,17.301,0.033,13.0,17.16,0.111,14.0,0.633,0.141,0.774,5030.0
31736.0,296.27044,-14.88397, ,18.854,0.087,12.0,17.949,0.055,12.0,17.663,0.092,11.0,0.905,0.286,1.191,5031.0
20438.0,296.2705,-14.73481,L,19.393,0.38,14.0,17.699,0.273,15.0,16.078,0.209,15.0,1.694,1.621,3.315,5032.0
20484.0,296.27052,-14.72556, ,18.035,0.065,13.0,17.053,0.044,15.0,16.458,0.038,13.0,0.982,0.595,1.577,5033.0
20167.0,296.27056,-14.62656, ,15.233,0.009,11.0,14.88,0.025,13.0,14.72,0.021,14.0,0.353,0.16,0.513,5034.0
13670.0,296.27056,-14.79814, ,18.649,0.084,14.0,17.806,0.058,17.0,17.54,0.153,16.0,0.843,0.266,1.109,5035.0
12303.0,296.27061,-14.80037, ,18.18,0.053,13.0,17.293,0.023,13.0,17.024,0.066,17.0,0.887,0.269,1.156,5036.0
12594.0,296.27065,-14.77651, ,18.099,0.062,17.0,17.18,0.044,15.0,16.974,0.082,16.0,0.919,0.206,1.125,5037.0
30459.0,296.27066,-14.91673, ,17.599,0.006,9.0,16.925,0.025,15.0,16.613,0.055,14.0,0.674,0.312,0.986,5038.0
13334.0,296.27066,-14.82596, ,18.673,0.06,12.0,17.833,0.085,17.0,17.638,0.175,18.0,0.84,0.195,1.035,5039.0
14064.0,296.27066,-14.76298, ,18.738,0.099,11.0,17.887,0.088,17.0,17.608,0.049,13.0,0.851,0.279,1.13,5040.0
11021.0,296.27066,-14.80596,s,17.536,0.239,18.0,16.407,0.188,18.0,15.72,0.124,17.0,1.129,0.687,1.816,5041.0
11350.0,296.27068,-14.77075, ,17.068,0.027,16.0,16.443,0.023,15.0,16.273,0.032,13.0,0.625,0.17,0.795,5042.0
11843.0,296.27071,-14.83731, ,18.282,0.074,18.0,17.389,0.058,16.0,17.166,0.032,13.0,0.893,0.223,1.116,5043.0
40531.0,296.27075,-14.7438, ,18.46,0.072,32.0,17.652,0.065,34.0,17.429,0.099,29.0,0.808,0.223,1.031,5044.0
31655.0,296.27078,-14.89811, ,19.008,0.059,11.0,18.102,0.098,14.0,17.908,0.047,11.0,0.906,0.194,1.1,5045.0
21102.0,296.27081,-14.70617, ,18.192,0.058,15.0,17.621,0.069,15.0,17.486,0.124,17.0,0.571,0.135,0.706,5046.0
21628.0,296.27081,-14.72664, ,18.698,0.092,14.0,17.745,0.042,12.0,17.505,0.115,15.0,0.953,0.24,1.193,5047.0
12359.0,296.27082,-14.79678, ,18.322,0.102,17.0,17.384,0.071,17.0,17.039,0.039,14.0,0.938,0.345,1.283,5048.0
10931.0,296.27083,-14.81688, ,17.471,0.078,15.0,16.395,0.048,14.0,15.72,0.058,16.0,1.076,0.675,1.751,5049.0
13680.0,296.27086,-14.7978, ,18.723,0.05,14.0,17.962,0.083,15.0,17.757,0.072,16.0,0.761,0.205,0.966,5050.0
31072.0,296.27089,-14.88543, ,18.159,0.07,13.0,17.446,0.024,12.0,17.262,0.112,14.0,0.713,0.184,0.897,5051.0
13519.0,296.2709,-14.81041, ,18.638,0.204,16.0,17.964,0.041,11.0,17.663,0.159,17.0,0.674,0.301,0.975,5052.0
11207.0,296.27094,-14.78694, ,17.652,0.033,15.0,16.703,0.024,14.0,16.42,0.018,10.0,0.949,0.283,1.232,5053.0
13717.0,296.27097,-14.79426, ,18.462,0.05,15.0,17.573,0.053,15.0,17.335,0.111,16.0,0.889,0.238,1.127,5054.0
31422.0,296.27097,-14.95379, ,18.389,0.063,13.0,18.046,0.051,13.0,17.935,0.135,12.0,0.343,0.111,0.454,5055.0
10741.0,296.27101,-14.84021, ,17.607,0.04,16.0,16.708,0.026,14.0,16.387,0.041,17.0,0.899,0.321,1.22,5056.0
