_RAJ2000(deg),_DEJ2000(deg),RAJ2000(deg),DEJ2000(deg),JmagUKIRT(mag),e_JmagUKIRT(mag),HmagUKIRT(mag),e_HmagUKIRT(mag),KmagUKIRT(mag),e_KmagUKIRT(mag)
295.90741,-14.48715306,295.90741,-14.487153,12.351,0.002,12.075,0.001,12.036,0.002
295.90741,-14.79879806,295.90741,-14.798798,13.176,0.003,12.556,0.002,12.351,0.002
295.90741,-15.06810889,295.90741,-15.068109,16.096,0.012,15.82,0.013,15.749,0.016
295.90756194,-14.56853611,295.907562,-14.568536,17.751,0.044,17.259,0.033,17.16,0.042
295.90756194,-14.60272194,295.907562,-14.602722,18.453,0.079,18.016,0.063,17.74,0.068
295.90759306,-14.969755,295.907593,-14.969755,15.97,0.011,15.42,0.01,15.121,0.01
295.90762306,-15.05329389,295.907623,-15.053294,19.04,0.119,18.661,0.142,17.554,0.07
295.90762306,-15.11302611,295.907623,-15.113026,19.461,0.168,18.96,0.185,18.834,0.208
295.90765389,-14.49775889,295.907654,-14.497759,17.033,0.025,16.449,0.017,16.384,0.022
295.90765389,-14.81253111,295.907654,-14.812531,15.332,0.009,14.907,0.006,14.807,0.008
295.90765389,-14.83556889,295.907654,-14.835569,16.141,0.014,15.685,0.011,15.554,0.013
295.90768389,-14.89855611,295.907684,-14.898556,17.624,0.044,17.255,0.04,17.202,0.048
295.90768389,-15.02828,295.907684,-15.02828,18.735,0.092,17.989,0.08,17.88,0.094
295.907745,-14.57515194,295.907745,-14.575152,17.193,0.028,16.465,0.017,16.322,0.021
295.90777611,-14.50464194,295.907776,-14.504642,16.13,0.013,15.815,0.01,15.777,0.014
295.90783694,-14.80828111,295.907837,-14.808281,18.418,0.084,17.986,0.074,18.233,0.115
295.90783694,-15.08309194,295.907837,-15.083092,13.114,0.002,12.513,0.002,12.347,0.002
295.90786694,-14.774075,295.907867,-14.774075,18.849,0.121,18.204,0.09,18.205,0.112
295.90786694,-14.96286389,295.907867,-14.962864,17.601,0.037,17.072,0.038,17.249,0.055
295.90792806,-15.035325,295.907928,-15.035325,16.406,0.015,16.135,0.017,16.109,0.021
295.90795889,-15.10158111,295.907959,-15.101581,18.522,0.077,18.011,0.081,17.703,0.079
295.90802,-14.87539194,295.90802,-14.875392,16.425,0.018,16.081,0.015,16.074,0.019
295.90814194,-15.12878889,295.908142,-15.128789,19.321,0.149,19.032,0.196,18.493,0.156
295.90820306,-14.98358111,295.908203,-14.983581,17.514,0.034,17.091,0.037,16.781,0.037
295.90823389,-14.94761389,295.908234,-14.947614,18.632,0.085,18.405,0.121,18.188,0.123
295.90826389,-14.54883694,295.908264,-14.548837,18.32,0.07,17.726,0.049,17.397,0.051
295.90826389,-14.756525,295.908264,-14.756525,17.173,0.031,16.472,0.021,16.333,0.023
295.90826389,-14.972705,295.908264,-14.972705,17.659,0.038,16.792,0.03,16.66,0.033
295.90826389,-15.00587,295.908264,-15.00587,11.83,0.001,11.612,0.001,11.527,0.001
295.90826389,-15.08816111,295.908264,-15.088161,19.571,0.184,18.855,0.167,18.692,0.183
295.908325,-14.49856111,295.908325,-14.498561,18.736,0.094,18.047,0.06,18.095,0.091
295.908325,-14.59831,295.908325,-14.59831,15.975,0.012,15.57,0.009,15.516,0.011
295.90838611,-14.57146111,295.908386,-14.571461,16.357,0.015,15.77,0.01,15.557,0.012
295.90838611,-14.96916389,295.908386,-14.969164,17.504,0.034,16.987,0.035,16.646,0.033
295.90838611,-15.03264694,295.908386,-15.032647,17.962,0.049,17.541,0.054,17.48,0.066
295.90841694,-14.54505611,295.908417,-14.545056,16.666,0.019,16.05,0.012,15.806,0.014
295.90847806,-14.55305611,295.908478,-14.553056,19.117,0.137,18.914,0.135,18.787,0.166
295.90847806,-14.56814194,295.908478,-14.568142,19.586,0.202,19.567,0.233,18.963,0.192
295.90847806,-14.58027194,295.908478,-14.580272,17.868,0.048,17.257,0.033,17.196,0.043
295.90847806,-14.77148111,295.908478,-14.771481,16.112,0.014,15.881,0.013,15.85,0.016
295.90847806,-14.79219,295.908478,-14.79219,18.239,0.072,17.494,0.049,17.556,0.065
295.90847806,-14.95323806,295.908478,-14.953238,19.649,0.199,18.942,0.193,19.018,0.244
295.90847806,-15.11978306,295.908478,-15.119783,16.576,0.017,16.262,0.018,16.214,0.023
295.90853889,-14.50340611,295.908539,-14.503406,18.611,0.089,17.84,0.053,17.743,0.068
295.90856889,-14.94383,295.908569,-14.94383,16.089,0.014,15.821,0.012,15.812,0.015
295.90863,-15.04798111,295.90863,-15.047981,17.017,0.023,16.458,0.022,16.384,0.026
295.90866111,-15.086625,295.908661,-15.086625,17.116,0.025,16.649,0.025,16.624,0.032
295.90869111,-14.94901389,295.908691,-14.949014,17.319,0.029,16.843,0.031,16.487,0.029
295.90872194,-14.64387194,295.908722,-14.643872,15.07,0.007,14.731,0.005,14.689,0.007
295.90872194,-14.84153806,295.908722,-14.841538,13.861,0.004,13.667,0.003,13.615,0.004
295.90878306,-14.55496111,295.908783,-14.554961,17.805,0.046,17.205,0.031,16.85,0.032
295.908875,-14.71939889,295.908875,-14.719399,16.464,0.016,16.071,0.013,16.046,0.017
295.908875,-14.85665306,295.908875,-14.856653,19.056,0.143,18.616,0.128,18.682,0.165
295.908875,-14.90198306,295.908875,-14.901983,19.418,0.192,18.678,0.136,18.816,0.187
295.908875,-14.93120889,295.908875,-14.931209,16.125,0.014,15.546,0.01,15.289,0.011
295.908905,-14.54638694,295.908905,-14.546387,16.806,0.021,16.323,0.015,16.112,0.018
295.90896611,-14.54272,295.908966,-14.54272,17.343,0.031,16.987,0.026,16.985,0.036
295.90896611,-14.80558889,295.908966,-14.805589,17.199,0.031,16.903,0.029,16.879,0.037
295.90899694,-14.67652806,295.908997,-14.676528,17.611,0.04,17.225,0.032,17.184,0.043
295.90902694,-14.87215,295.909027,-14.87215,17.931,0.056,17.43,0.046,17.476,0.06
295.90905806,-14.82926111,295.909058,-14.829261,18.651,0.102,17.964,0.073,17.816,0.08
295.90914889,-14.56453889,295.909149,-14.564539,17.855,0.048,17.137,0.03,17.035,0.038
295.90914889,-14.62714194,295.909149,-14.627142,14.542,0.005,14.135,0.004,14.064,0.004
295.90918,-14.61405611,295.90918,-14.614056,16.348,0.015,15.746,0.01,15.487,0.011
295.90918,-15.13638,295.90918,-15.13638,17.279,0.028,16.911,0.032,17.061,0.046
295.90921,-14.85486389,295.90921,-14.854864,18.923,0.127,18.363,0.103,18.399,0.13
295.90930194,-14.83978611,295.909302,-14.839786,18.981,0.134,18.409,0.107,18.065,0.098
295.90936306,-14.85088611,295.909363,-14.850886,15.76,0.011,15.362,0.009,15.262,0.01
295.90939306,-14.69461889,295.909393,-14.694619,17.687,0.042,17.003,0.027,16.849,0.032
295.90942389,-14.72712389,295.909424,-14.727124,14.127,0.004,13.918,0.003,13.859,0.004
295.90942389,-14.97123806,295.909424,-14.971238,17.134,0.026,16.834,0.031,16.816,0.038
295.90957611,-14.58439389,295.909576,-14.584394,18.96,0.121,18.633,0.107,18.994,0.197
295.90957611,-14.60145,295.909576,-14.60145,17.857,0.048,17.566,0.043,17.53,0.057
295.90963694,-14.49355889,295.909637,-14.493559,15.102,0.007,14.701,0.005,14.641,0.006
295.90963694,-14.50885611,295.909637,-14.508856,18.222,0.064,17.637,0.045,17.273,0.046
295.90963694,-14.87562806,295.909637,-14.875628,16.469,0.018,16.135,0.016,16.086,0.019
295.90966806,-14.51761306,295.909668,-14.517613,15.569,0.009,15.194,0.007,15.117,0.009
295.90966806,-14.62105611,295.909668,-14.621056,15.345,0.008,14.991,0.006,14.952,0.008
295.90972889,-15.02822194,295.909729,-15.028222,17.562,0.035,17.218,0.041,17.222,0.054
295.90979,-14.56105,295.90979,-14.56105,17.587,0.038,17.232,0.032,17.192,0.043
295.90982111,-14.86893389,295.909821,-14.868934,17.212,0.031,16.751,0.026,16.661,0.03
295.90985111,-14.60822806,295.909851,-14.608228,15.027,0.007,14.624,0.005,14.571,0.006
295.90988194,-14.86439806,295.909882,-14.864398,18.451,0.086,17.813,0.064,17.694,0.072
295.90991194,-14.57278111,295.909912,-14.572781,18.625,0.091,18.062,0.065,18.106,0.093
295.90991194,-14.92642194,295.909912,-14.926422,18.272,0.074,17.621,0.055,17.355,0.054
295.91000389,-15.06362806,295.910004,-15.063628,18.253,0.061,17.595,0.057,17.448,0.064
295.91003389,-14.59200806,295.910034,-14.592008,18.315,0.07,17.862,0.055,17.592,0.06
295.91003389,-14.86005306,295.910034,-14.860053,17.86,0.053,17.165,0.037,17.109,0.044
295.910065,-14.67750806,295.910065,-14.677508,19.364,0.17,18.74,0.118,18.524,0.134
295.910065,-15.00045,295.910065,-15.00045,16.801,0.02,16.462,0.022,16.443,0.028
295.910095,-14.64556889,295.910095,-14.645569,18.788,0.105,18.505,0.096,18.483,0.129
295.910095,-14.98976111,295.910095,-14.989761,16.204,0.013,16.059,0.016,16.064,0.021
295.91018694,-14.53246389,295.910187,-14.532464,19.547,0.195,19.112,0.159,18.667,0.149
295.91024806,-14.64305806,295.910248,-14.643058,19.037,0.129,18.613,0.105,18.101,0.093
295.91027806,-14.65368,295.910278,-14.65368,19.375,0.172,18.545,0.099,18.431,0.123
295.91027806,-14.851765,295.910278,-14.851765,19.019,0.138,18.362,0.102,18.362,0.126
295.91027806,-15.11323111,295.910278,-15.113231,17.331,0.029,16.864,0.031,16.811,0.038
295.91030889,-14.73599694,295.910309,-14.735997,15.752,0.011,15.319,0.009,15.226,0.01
295.91037,-14.944025,295.91037,-14.944025,16.707,0.021,16.052,0.015,15.883,0.016
295.9104,-14.55697306,295.9104,-14.556973,15.643,0.009,15.276,0.007,15.211,0.009
295.91049194,-14.513975,295.910492,-14.513975,19.166,0.142,18.409,0.087,18.398,0.119
295.91052194,-14.82110611,295.910522,-14.821106,17.515,0.04,16.922,0.03,16.793,0.034
295.91052194,-14.84579389,295.910522,-14.845794,17.369,0.036,16.859,0.028,16.596,0.029
295.91055306,-14.95990611,295.910553,-14.959906,16.299,0.014,15.803,0.013,15.53,0.014
295.91058306,-14.91475806,295.910583,-14.914758,15.614,0.01,15.129,0.007,15.034,0.009
295.91061389,-14.78410889,295.910614,-14.784109,17.41,0.037,16.717,0.025,16.597,0.029
295.91061389,-14.856665,295.910614,-14.856665,14.873,0.007,14.584,0.005,14.488,0.006
295.910645,-14.563775,295.910645,-14.563775,16.803,0.021,16.547,0.018,16.475,0.024
295.91070611,-14.58111389,295.910706,-14.581114,12.187,0.002,11.757,0.001,11.697,0.001
295.91073611,-14.98665,295.910736,-14.98665,18.896,0.106,18.568,0.133,18.401,0.145
295.91076694,-14.49895,295.910767,-14.49895,17.581,0.036,17.272,0.031,17.191,0.042
295.91076694,-14.57053889,295.910767,-14.570539,16.914,0.023,16.253,0.015,16.081,0.017
295.91076694,-15.08838306,295.910767,-15.088383,18.878,0.103,18.527,0.127,18.232,0.125
295.91082806,-14.86462,295.910828,-14.86462,18.442,0.085,17.901,0.069,17.844,0.081
295.91082806,-14.8785,295.910828,-14.8785,19.46,0.199,18.877,0.16,18.674,0.166
295.91082806,-15.02085194,295.910828,-15.020852,16.222,0.013,15.88,0.014,15.781,0.017
295.91088889,-14.55566111,295.910889,-14.555661,17.998,0.054,17.441,0.038,17.351,0.049
295.91088889,-14.86841111,295.910889,-14.868411,14.443,0.005,14.154,0.004,14.093,0.005
295.91091889,-14.48306694,295.910919,-14.483067,12.752,0.002,12.249,0.001,12.176,0.002
295.91091889,-14.7457,295.910919,-14.7457,18.776,0.113,18.009,0.079,17.859,0.084
295.91091889,-15.12619194,295.910919,-15.126192,18.8,0.097,18.133,0.092,18.082,0.111
295.91095,-14.91268306,295.91095,-14.912683,17.092,0.029,16.73,0.026,16.631,0.03
295.91098,-14.80632806,295.91098,-14.806328,18.812,0.117,17.955,0.072,18.009,0.095
295.91101111,-14.90636111,295.911011,-14.906361,18.582,0.096,18.397,0.108,18.246,0.116
295.91101111,-15.117805,295.911011,-15.117805,15.518,0.008,14.944,0.007,14.754,0.008
295.91104111,-14.95353306,295.911041,-14.953533,18.798,0.097,18.486,0.126,18.076,0.112
295.91113306,-14.70651889,295.911133,-14.706519,15.265,0.008,14.855,0.005,14.784,0.007
295.91113306,-14.76898889,295.911133,-14.768989,17.673,0.046,16.997,0.032,16.731,0.033
295.91116306,-14.853545,295.911163,-14.853545,14.839,0.007,14.422,0.005,14.322,0.006
295.911255,-14.57129194,295.911255,-14.571292,16.382,0.015,15.894,0.011,15.775,0.014
295.911255,-14.84560806,295.911255,-14.845608,16.86,0.024,16.595,0.023,16.54,0.027
295.911285,-14.56385611,295.911285,-14.563856,18.16,0.061,17.292,0.034,17.236,0.044
295.911285,-15.069455,295.911285,-15.069455,19.018,0.116,18.923,0.178,18.586,0.168
295.911285,-15.12063889,295.911285,-15.120639,18.43,0.071,17.835,0.071,17.53,0.069
295.91131611,-14.79830611,295.911316,-14.798306,17.175,0.031,16.53,0.021,16.273,0.022
295.91134611,-14.836455,295.911346,-14.836455,17.894,0.054,17.233,0.039,17.119,0.044
295.91137694,-14.48521694,295.911377,-14.485217,17.701,0.04,17.044,0.026,16.875,0.033
295.91143806,-14.54914194,295.911438,-14.549142,17.667,0.041,17.274,0.033,17.274,0.046
295.91143806,-14.677125,295.911438,-14.677125,19.542,0.197,18.898,0.135,18.544,0.136
295.91146889,-14.52093611,295.911469,-14.520936,18.259,0.066,17.735,0.049,17.632,0.062
295.91149889,-14.60713389,295.911499,-14.607134,18.382,0.074,18.066,0.066,17.939,0.081
295.91149889,-14.63057194,295.911499,-14.630572,18.179,0.063,17.489,0.04,17.402,0.051
295.91153,-14.87045306,295.91153,-14.870453,18.124,0.066,17.474,0.048,17.28,0.051
295.91162111,-14.66776889,295.911621,-14.667769,17.363,0.032,16.738,0.022,16.486,0.024
295.91165194,-15.07123111,295.911652,-15.071231,16.083,0.012,15.703,0.012,15.579,0.014
295.91168194,-15.040395,295.911682,-15.040395,17.203,0.027,16.587,0.024,16.415,0.027
295.91171306,-14.52953889,295.911713,-14.529539,17.772,0.044,17.169,0.03,16.975,0.036
295.91171306,-14.99496889,295.911713,-14.994969,15.401,0.008,14.992,0.007,14.909,0.009
295.91177389,-14.53875889,295.911774,-14.538759,18.344,0.071,17.854,0.054,17.788,0.071
295.91192611,-14.48555889,295.911926,-14.485559,17.224,0.027,16.575,0.018,16.455,0.023
295.91192611,-14.52653889,295.911926,-14.526539,16.106,0.013,15.768,0.01,15.736,0.013
295.91192611,-14.96652806,295.911926,-14.966528,18.393,0.069,17.821,0.071,17.694,0.08
295.91195694,-14.53430806,295.911957,-14.534308,16.316,0.015,15.97,0.012,15.934,0.016
295.91195694,-14.53736111,295.911957,-14.537361,19.32,0.162,18.324,0.081,18.397,0.119
295.91195694,-14.67486389,295.911957,-14.674864,19.11,0.138,18.601,0.105,18.608,0.144
295.91198694,-14.91132194,295.911987,-14.911322,17.813,0.051,17.254,0.04,16.939,0.038
295.91201806,-14.58770806,295.912018,-14.587708,18.253,0.067,17.493,0.04,17.373,0.05
295.91204806,-14.73500111,295.912048,-14.735001,17.51,0.04,16.919,0.03,16.719,0.032
295.91210889,-14.531755,295.912109,-14.531755,18.57,0.086,17.972,0.06,17.738,0.068
295.91214,-14.79716111,295.91214,-14.797161,17.567,0.042,17.0,0.032,16.912,0.038
295.91214,-14.88785306,295.91214,-14.887853,17.937,0.056,17.515,0.05,17.494,0.061
295.91214,-15.07171889,295.91214,-15.071719,17.832,0.044,17.357,0.046,17.027,0.045
295.91217,-14.96931889,295.91217,-14.969319,18.371,0.068,17.885,0.074,17.552,0.071
295.91223111,-14.98627306,295.912231,-14.986273,18.008,0.051,17.481,0.052,17.429,0.064
295.91226194,-15.11251389,295.912262,-15.112514,18.138,0.056,17.328,0.046,17.208,0.053
295.91235389,-14.91339111,295.912354,-14.913391,15.559,0.01,15.226,0.008,15.139,0.01
295.91235389,-14.99194389,295.912354,-14.991944,16.471,0.016,15.935,0.014,15.63,0.015
295.91238389,-15.11951194,295.912384,-15.119512,15.042,0.006,14.741,0.006,14.683,0.008
295.912415,-14.48794694,295.912415,-14.487947,14.195,0.004,13.676,0.003,13.606,0.003
295.912415,-14.691775,295.912415,-14.691775,15.592,0.009,15.163,0.007,15.095,0.009
295.912445,-14.57097806,295.912445,-14.570978,16.608,0.018,16.134,0.013,16.084,0.017
295.91247611,-14.51155611,295.912476,-14.511556,12.862,0.002,12.374,0.001,12.297,0.002
295.91247611,-15.06098889,295.912476,-15.060989,18.042,0.052,17.604,0.057,17.537,0.069
295.91247611,-15.12878889,295.912476,-15.128789,19.184,0.133,18.52,0.128,18.546,0.164
295.91256694,-14.65064111,295.912567,-14.650641,16.981,0.024,16.364,0.016,16.246,0.02
295.91262806,-14.57824389,295.912628,-14.578244,18.604,0.089,17.904,0.057,17.738,0.068
295.91268889,-14.49823694,295.912689,-14.498237,19.015,0.125,18.376,0.085,18.601,0.141
295.91268889,-14.81980194,295.912689,-14.819802,17.412,0.037,17.045,0.033,16.952,0.038
295.91275,-14.71864111,295.91275,-14.718641,14.865,0.006,14.336,0.004,14.23,0.005
295.91275,-14.95253806,295.91275,-14.952538,18.953,0.111,18.518,0.129,18.564,0.169
295.91278111,-14.93678111,295.912781,-14.936781,19.171,0.157,18.516,0.118,18.471,0.139
295.91278111,-15.02044694,295.912781,-15.020447,18.82,0.099,18.27,0.102,18.074,0.11
295.91281111,-14.51572806,295.912811,-14.515728,17.084,0.026,16.716,0.021,16.607,0.026
295.91284194,-14.79880611,295.912842,-14.798806,16.18,0.015,15.582,0.01,15.434,0.012
295.91287194,-14.70401111,295.912872,-14.704011,18.552,0.086,18.012,0.063,17.641,0.063
295.91290306,-14.53876111,295.912903,-14.538761,14.689,0.005,14.267,0.004,14.207,0.005
295.91296389,-14.68240389,295.912964,-14.682404,17.357,0.032,16.975,0.026,16.995,0.037
295.91299389,-14.4968,295.912994,-14.4968,16.442,0.016,16.062,0.012,15.947,0.016
295.913025,-14.527155,295.913025,-14.527155,19.142,0.139,18.573,0.101,18.36,0.115
295.913025,-15.06699194,295.913025,-15.066992,18.785,0.096,18.803,0.16,18.891,0.217
295.91308611,-15.06923306,295.913086,-15.069233,18.415,0.07,17.889,0.073,17.478,0.066
295.91314694,-14.94339806,295.913147,-14.943398,15.435,0.008,15.144,0.008,15.047,0.01
295.91317694,-14.82290306,295.913177,-14.822903,17.058,0.028,16.582,0.022,16.502,0.027
295.91317694,-14.84538806,295.913177,-14.845388,16.886,0.025,16.51,0.021,16.499,0.026
295.91320806,-14.79509306,295.913208,-14.795093,19.208,0.162,18.243,0.092,18.259,0.118
295.91320806,-14.98822194,295.913208,-14.988222,19.025,0.118,18.805,0.161,18.389,0.145
295.91323889,-14.73053,295.913239,-14.73053,18.267,0.074,17.728,0.061,17.38,0.056
295.91323889,-14.90479889,295.913239,-14.904799,17.934,0.056,17.38,0.045,17.051,0.042
295.91323889,-14.92562306,295.913239,-14.925623,19.07,0.144,18.68,0.136,18.99,0.216
295.91326889,-14.59793,295.913269,-14.59793,17.684,0.042,17.101,0.029,16.805,0.031
295.9133,-14.50229194,295.9133,-14.502292,18.088,0.057,17.44,0.038,17.161,0.042
295.9133,-14.76590806,295.9133,-14.765908,17.187,0.031,16.424,0.02,16.376,0.024
295.9133,-14.86300306,295.9133,-14.863003,18.899,0.125,18.449,0.11,18.238,0.114
295.91333,-14.55230611,295.91333,-14.552306,18.758,0.101,17.739,0.049,17.495,0.055
295.91333,-14.77617194,295.91333,-14.776172,15.807,0.012,15.245,0.008,15.008,0.009
295.91333,-14.77843306,295.91333,-14.778433,16.813,0.023,16.193,0.016,15.944,0.017
295.91333,-14.87433111,295.91333,-14.874331,16.237,0.015,15.719,0.011,15.422,0.012
295.91339111,-14.67739806,295.913391,-14.677398,15.171,0.007,14.823,0.005,14.786,0.007
295.91345194,-14.71184694,295.913452,-14.711847,18.125,0.06,17.612,0.045,17.509,0.056
295.91345194,-14.94277194,295.913452,-14.942772,16.436,0.015,15.91,0.014,15.64,0.015
295.91345194,-14.94466694,295.913452,-14.944667,19.296,0.148,19.019,0.201,18.223,0.127
295.91345194,-14.95989389,295.913452,-14.959894,18.829,0.1,18.335,0.111,18.222,0.126
295.91345194,-15.10426111,295.913452,-15.104261,18.948,0.109,18.545,0.13,18.297,0.132
295.913635,-14.49704694,295.913635,-14.497047,17.523,0.036,17.012,0.027,16.977,0.036
295.913635,-14.77454694,295.913635,-14.774547,18.611,0.099,18.547,0.12,18.222,0.115
295.913635,-14.923445,295.913635,-14.923445,19.007,0.137,18.898,0.164,18.82,0.187
295.91366611,-15.00882194,295.913666,-15.008822,17.715,0.04,17.125,0.038,17.014,0.045
295.91369611,-14.59444111,295.913696,-14.594441,16.298,0.015,15.89,0.011,15.829,0.014
295.91369611,-14.76683,295.913696,-14.76683,18.621,0.1,18.149,0.086,18.308,0.122
295.91372694,-14.69820306,295.913727,-14.698203,14.578,0.005,14.28,0.004,14.237,0.005
295.91372694,-14.77139889,295.913727,-14.771399,16.253,0.016,15.85,0.012,15.778,0.015
295.91372694,-14.78383111,295.913727,-14.783831,16.273,0.016,15.88,0.013,15.788,0.016
295.91372694,-14.81274194,295.913727,-14.812742,19.384,0.187,18.602,0.126,18.929,0.205
295.91375694,-14.52466111,295.913757,-14.524661,19.325,0.162,18.62,0.105,18.483,0.128
295.91375694,-14.79984806,295.913757,-14.799848,16.986,0.027,16.414,0.019,16.355,0.024
295.91384889,-14.49418611,295.913849,-14.494186,18.727,0.094,18.367,0.08,18.171,0.098
295.91384889,-14.69416889,295.913849,-14.694169,16.288,0.015,15.74,0.01,15.591,0.012
295.91384889,-14.725605,295.913849,-14.725605,17.963,0.058,17.429,0.048,16.948,0.039
295.91384889,-14.917595,295.913849,-14.917595,18.689,0.105,17.972,0.074,17.722,0.074
295.91387889,-15.00154389,295.913879,-15.001544,15.377,0.008,15.074,0.007,15.023,0.01
295.91387889,-15.01745806,295.913879,-15.017458,18.344,0.067,17.796,0.068,17.548,0.071
295.91391,-14.754505,295.91391,-14.754505,19.101,0.149,19.031,0.183,18.417,0.134
295.91391,-14.888875,295.91391,-14.888875,16.145,0.015,15.817,0.012,15.784,0.015
295.91391,-14.94862306,295.91391,-14.948623,18.56,0.08,18.312,0.108,17.765,0.086
295.91394,-14.76153889,295.91394,-14.761539,16.662,0.021,16.075,0.015,15.922,0.017
295.91397111,-14.99650306,295.913971,-14.996503,16.98,0.023,16.637,0.025,16.572,0.031
295.91400111,-15.00343,295.914001,-15.00343,19.441,0.167,18.531,0.127,18.47,0.156
295.91403194,-14.65959194,295.914032,-14.659592,16.217,0.014,15.836,0.011,15.75,0.014
295.91403194,-15.08029194,295.914032,-15.080292,18.548,0.078,18.207,0.096,18.215,0.123
295.91406194,-14.59018611,295.914062,-14.590186,18.272,0.068,17.577,0.043,17.712,0.067
295.91409306,-14.73261111,295.914093,-14.732611,16.53,0.019,16.246,0.018,16.145,0.02
