_RAJ2000(deg),_DEJ2000(deg),RAJ2000(deg),DEJ2000(deg),JmagUKIRT(mag),e_JmagUKIRT(mag),HmagUKIRT(mag),e_HmagUKIRT(mag),KmagUKIRT(mag),e_KmagUKIRT(mag)
296.33441194,-14.79936111,296.334412,-14.799361,17.745,0.036,17.319,0.036,17.333,0.052
296.33441194,-14.91917194,296.334412,-14.919172,16.91,0.02,16.292,0.016,16.102,0.019
296.33441194,-14.98056306,296.334412,-14.980563,18.113,0.051,17.772,0.05,17.833,0.082
296.33441194,-15.12333889,296.334412,-15.123339,17.201,0.026,16.503,0.017,16.362,0.024
296.33444194,-14.735545,296.334442,-14.735545,17.628,0.033,17.158,0.032,17.045,0.041
296.33444194,-14.97285,296.334442,-14.97285,16.673,0.018,16.328,0.015,16.296,0.023
296.33447306,-14.72813,296.334473,-14.72813,18.782,0.082,17.968,0.064,17.746,0.074
296.33447306,-14.87368111,296.334473,-14.873681,18.188,0.05,17.351,0.038,17.174,0.046
296.33447306,-15.07529389,296.334473,-15.075294,19.518,0.162,19.03,0.146,18.483,0.143
296.33447306,-15.11970806,296.334473,-15.119708,16.754,0.019,16.188,0.014,16.042,0.018
296.33450306,-15.08278389,296.334503,-15.082784,19.513,0.161,18.579,0.1,18.316,0.124
296.33453389,-14.74161389,296.334534,-14.741614,18.628,0.072,17.922,0.061,17.743,0.074
296.33453389,-14.813325,296.334534,-14.813325,18.398,0.06,17.808,0.055,17.486,0.059
296.33456389,-14.685695,296.334564,-14.685695,18.381,0.071,17.894,0.068,17.882,0.076
296.33456389,-14.75503611,296.334564,-14.755036,17.905,0.04,17.21,0.034,17.047,0.041
296.33456389,-15.07278889,296.334564,-15.072789,18.689,0.082,18.01,0.061,17.76,0.077
296.33468611,-14.65609194,296.334686,-14.656092,17.954,0.05,17.353,0.042,17.134,0.04
296.33474694,-14.79205,296.334747,-14.79205,17.176,0.023,16.793,0.024,16.801,0.033
296.33474694,-15.10838889,296.334747,-15.108389,17.417,0.03,16.886,0.024,16.562,0.028
296.33477806,-14.78860306,296.334778,-14.788603,18.675,0.075,17.932,0.062,17.803,0.078
296.33477806,-14.99367,296.334778,-14.99367,17.319,0.028,16.239,0.014,15.529,0.012
296.33480806,-14.74512306,296.334808,-14.745123,18.96,0.095,18.066,0.069,18.213,0.111
296.33480806,-14.77070806,296.334808,-14.770708,18.848,0.086,18.138,0.074,18.084,0.099
296.33480806,-14.79352889,296.334808,-14.793529,18.277,0.054,17.456,0.041,17.32,0.052
296.33480806,-14.98125,296.334808,-14.98125,18.056,0.049,17.832,0.053,17.831,0.082
296.33483889,-14.83349694,296.334839,-14.833497,18.777,0.081,18.07,0.072,18.112,0.101
296.33486889,-14.75778111,296.334869,-14.757781,18.62,0.072,17.786,0.055,17.602,0.066
296.33486889,-14.78765,296.334869,-14.78765,19.378,0.134,18.366,0.09,18.683,0.165
296.33493,-14.49855306,296.33493,-14.498553,17.036,0.023,16.38,0.018,16.204,0.019
296.33493,-14.87722806,296.33493,-14.877228,19.342,0.13,18.438,0.095,18.614,0.155
296.33493,-14.88503806,296.33493,-14.885038,19.35,0.131,18.207,0.079,18.119,0.102
296.33496111,-15.13580194,296.334961,-15.135802,18.355,0.062,17.859,0.056,17.668,0.071
296.33502194,-14.729175,296.335022,-14.729175,19.689,0.173,19.304,0.199,18.546,0.147
296.33502194,-14.83661694,296.335022,-14.836617,19.444,0.141,18.551,0.106,18.562,0.149
296.33505194,-15.12192,296.335052,-15.12192,17.125,0.024,16.654,0.02,16.656,0.03
296.33508306,-14.59585611,296.335083,-14.595856,17.819,0.044,17.243,0.038,17.247,0.044
296.33508306,-14.75710306,296.335083,-14.757103,18.509,0.065,17.964,0.064,17.79,0.077
296.33508306,-14.76573111,296.335083,-14.765731,18.637,0.073,18.076,0.07,17.836,0.08
296.33508306,-14.93585306,296.335083,-14.935853,16.795,0.018,16.295,0.017,16.243,0.021
296.33514389,-14.99990806,296.335144,-14.999908,17.698,0.037,17.171,0.03,16.943,0.039
296.335175,-14.843875,296.335175,-14.843875,19.285,0.123,18.115,0.072,18.06,0.097
296.335175,-14.902535,296.335175,-14.902535,18.173,0.05,17.679,0.051,17.573,0.064
296.335175,-14.90996389,296.335175,-14.909964,18.275,0.054,17.575,0.046,17.525,0.062
296.335205,-14.60095,296.335205,-14.60095,19.309,0.156,18.68,0.133,18.865,0.175
296.335205,-14.8083,296.335205,-14.8083,18.723,0.078,18.143,0.074,17.903,0.085
296.33523611,-14.59054389,296.335236,-14.590544,16.312,0.013,15.759,0.011,15.646,0.012
296.33523611,-14.84211111,296.335236,-14.842111,19.415,0.137,18.364,0.089,18.378,0.127
296.33523611,-14.85932306,296.335236,-14.859323,18.748,0.079,17.952,0.062,17.9,0.085
296.33529694,-14.63981111,296.335297,-14.639811,15.336,0.007,14.973,0.006,14.905,0.007
296.33532694,-14.64255194,296.335327,-14.642552,15.513,0.008,15.16,0.007,15.08,0.008
296.33532694,-14.91183,296.335327,-14.91183,18.329,0.057,17.681,0.051,17.468,0.059
296.33532694,-15.05746694,296.335327,-15.057467,13.706,0.003,13.442,0.002,13.404,0.003
296.33538806,-14.73842,296.335388,-14.73842,17.434,0.028,16.843,0.025,16.719,0.031
296.33538806,-14.85836111,296.335388,-14.858361,16.537,0.015,15.912,0.012,15.709,0.014
296.33544889,-14.83302194,296.335449,-14.833022,19.332,0.128,18.553,0.109,18.625,0.157
296.33544889,-14.86707806,296.335449,-14.867078,19.169,0.112,18.659,0.115,18.456,0.136
296.33544889,-14.92011194,296.335449,-14.920112,18.057,0.046,17.364,0.041,17.262,0.049
296.33544889,-15.01653306,296.335449,-15.016533,19.13,0.118,18.218,0.073,18.302,0.122
296.33548,-14.60812889,296.33548,-14.608129,15.739,0.009,15.284,0.008,15.186,0.009
296.33548,-14.73121889,296.33548,-14.731219,17.577,0.031,16.952,0.027,16.76,0.032
296.33548,-14.80165889,296.33548,-14.801659,18.434,0.062,17.575,0.045,17.557,0.063
296.33548,-14.86143389,296.33548,-14.861434,19.368,0.132,18.374,0.09,18.202,0.11
296.33551,-14.7472,296.33551,-14.7472,16.735,0.017,16.283,0.016,16.259,0.021
296.33557111,-14.66618111,296.335571,-14.666181,18.632,0.088,17.865,0.066,17.686,0.065
296.33557111,-14.86482,296.335571,-14.86482,17.901,0.04,17.173,0.032,17.064,0.042
296.33560194,-14.49213889,296.335602,-14.492139,18.021,0.054,17.475,0.048,17.133,0.044
296.33560194,-14.565495,296.335602,-14.565495,16.021,0.011,15.59,0.01,15.488,0.011
296.33569306,-14.76125,296.335693,-14.76125,15.975,0.011,15.431,0.008,15.19,0.01
296.33569306,-14.83174694,296.335693,-14.831747,19.156,0.111,18.277,0.085,18.186,0.108
296.33572389,-14.8224,296.335724,-14.8224,18.663,0.074,17.881,0.059,17.865,0.082
296.335785,-14.81031111,296.335785,-14.810311,19.164,0.112,18.267,0.082,18.36,0.125
296.335815,-14.64208306,296.335815,-14.642083,17.094,0.025,16.699,0.024,16.619,0.026
296.335815,-14.70107194,296.335815,-14.701072,17.606,0.037,17.203,0.037,17.185,0.042
296.335815,-14.74535611,296.335815,-14.745356,17.175,0.023,16.689,0.022,16.646,0.029
296.335815,-14.90298611,296.335815,-14.902986,17.233,0.024,16.411,0.018,16.022,0.018
296.335815,-15.02636306,296.335815,-15.026363,17.007,0.022,16.337,0.015,16.189,0.021
296.33584611,-15.06463889,296.335846,-15.064639,14.236,0.004,13.768,0.003,13.69,0.004
296.33587611,-14.717355,296.335876,-14.717355,19.132,0.135,18.45,0.11,18.384,0.118
296.33587611,-14.73680306,296.335876,-14.736803,17.655,0.033,17.02,0.029,16.943,0.038
296.33590694,-14.83373111,296.335907,-14.833731,19.748,0.181,18.657,0.119,18.701,0.167
296.33593806,-14.706175,296.335938,-14.706175,18.372,0.071,17.873,0.067,17.538,0.057
296.33606,-14.96785806,296.33606,-14.967858,15.333,0.008,14.955,0.006,14.911,0.008
296.33612111,-14.89229111,296.336121,-14.892291,16.073,0.011,15.694,0.01,15.666,0.014
296.33612111,-15.00990611,296.336121,-15.009906,19.353,0.142,18.839,0.124,18.476,0.142
296.33615111,-14.79159194,296.336151,-14.791592,19.43,0.14,18.731,0.122,18.415,0.132
296.33618194,-15.018845,296.336182,-15.018845,19.601,0.174,18.647,0.105,18.556,0.152
296.33618194,-15.05469194,296.336182,-15.054692,12.618,0.002,12.401,0.001,12.39,0.002
296.33621194,-14.86352306,296.336212,-14.863523,19.012,0.099,18.212,0.078,17.918,0.086
296.33621194,-15.09941111,296.336212,-15.099411,18.518,0.071,18.257,0.076,18.205,0.113
296.33621194,-15.12815306,296.336212,-15.128153,17.145,0.025,16.699,0.021,16.371,0.024
296.33627306,-14.92062611,296.336273,-14.920626,16.187,0.012,15.639,0.01,15.385,0.011
296.33630389,-14.529655,296.336304,-14.529655,15.678,0.009,15.257,0.008,15.172,0.009
296.33630389,-14.69285,296.336304,-14.69285,19.566,0.194,18.973,0.171,18.645,0.146
296.33630389,-14.76655889,296.336304,-14.766559,18.337,0.057,17.572,0.046,17.467,0.059
296.33630389,-14.78092194,296.336304,-14.780922,18.297,0.055,17.547,0.044,17.434,0.057
296.33633389,-14.69101111,296.336334,-14.691011,19.148,0.137,18.423,0.107,17.978,0.083
296.336395,-14.73195694,296.336395,-14.731957,18.883,0.089,18.172,0.076,17.939,0.088
296.33642611,-14.658725,296.336426,-14.658725,17.433,0.032,16.755,0.025,16.509,0.024
296.33645611,-14.83094111,296.336456,-14.830941,19.015,0.099,18.236,0.082,18.037,0.095
296.33645611,-14.99633111,296.336456,-14.996331,17.247,0.027,16.711,0.021,16.635,0.03
296.33648694,-14.58003306,296.336487,-14.580033,19.345,0.16,18.84,0.152,18.565,0.136
296.33651694,-14.487775,296.336517,-14.487775,17.628,0.039,16.993,0.032,16.865,0.035
296.33654806,-14.69633889,296.336548,-14.696339,18.726,0.096,17.883,0.067,17.612,0.061
296.33657806,-14.84497694,296.336578,-14.844977,19.456,0.142,19.059,0.161,18.653,0.161
296.33660889,-14.71800806,296.336609,-14.718008,19.707,0.218,19.29,0.223,18.706,0.154
296.33663889,-14.49170306,296.336639,-14.491703,16.25,0.013,15.952,0.013,15.862,0.016
296.33673111,-14.733205,296.336731,-14.733205,19.623,0.164,18.79,0.129,18.712,0.169
296.33673111,-14.88719194,296.336731,-14.887192,18.725,0.078,17.905,0.061,17.727,0.073
296.33673111,-14.93724194,296.336731,-14.937242,14.204,0.004,13.887,0.003,13.836,0.004
296.33673111,-15.09684389,296.336731,-15.096844,19.398,0.147,18.587,0.1,18.298,0.122
296.33682306,-14.63903611,296.336823,-14.639036,15.336,0.007,14.957,0.006,14.869,0.007
296.33682306,-14.72429694,296.336823,-14.724297,15.753,0.009,15.419,0.008,15.369,0.011
296.33688389,-14.52738611,296.336884,-14.527386,17.966,0.05,17.493,0.047,17.365,0.049
296.33688389,-14.73936889,296.336884,-14.739369,19.591,0.16,18.976,0.151,18.868,0.193
296.33688389,-14.81522611,296.336884,-14.815226,16.98,0.02,16.068,0.013,15.616,0.013
296.33688389,-14.93408111,296.336884,-14.934081,16.593,0.016,16.248,0.016,16.203,0.021
296.33691389,-14.81228889,296.336914,-14.812289,17.572,0.031,16.701,0.022,16.47,0.025
296.33700611,-14.65543806,296.337006,-14.655438,18.823,0.104,18.329,0.099,17.99,0.084
296.33700611,-15.03082194,296.337006,-15.030822,16.505,0.016,16.18,0.014,16.099,0.019
296.33703611,-14.84707694,296.337036,-14.847077,19.018,0.099,18.25,0.081,18.116,0.102
296.33703611,-14.87947,296.337036,-14.87947,19.239,0.119,18.416,0.093,18.395,0.129
296.33706694,-14.72827694,296.337067,-14.728277,18.292,0.055,17.869,0.059,17.679,0.07
296.33706694,-14.78346694,296.337067,-14.783467,16.289,0.013,15.68,0.01,15.441,0.011
296.33709694,-14.73144889,296.337097,-14.731449,19.273,0.123,18.792,0.129,19.004,0.216
296.33709694,-14.85051694,296.337097,-14.850517,16.924,0.02,16.08,0.013,15.693,0.014
296.33712806,-15.06245611,296.337128,-15.062456,19.11,0.116,18.394,0.085,17.975,0.093
296.33715806,-14.86497,296.337158,-14.86497,16.163,0.012,15.562,0.009,15.371,0.011
296.33721889,-14.70960194,296.337219,-14.709602,17.091,0.025,16.622,0.023,16.486,0.024
296.33721889,-14.72267194,296.337219,-14.722672,17.943,0.042,17.312,0.037,17.137,0.044
296.33725,-14.583375,296.33725,-14.583375,19.262,0.15,19.104,0.19,19.095,0.212
296.33725,-15.06831111,296.33725,-15.068311,18.119,0.052,17.571,0.042,17.333,0.053
296.33731111,-14.62051694,296.337311,-14.620517,17.603,0.037,17.177,0.036,17.123,0.04
296.33740194,-14.52066,296.337402,-14.52066,15.208,0.006,14.669,0.005,14.534,0.006
296.33740194,-14.89239111,296.337402,-14.892391,18.119,0.048,17.496,0.043,17.437,0.057
296.33743306,-14.788395,296.337433,-14.788395,19.455,0.142,18.774,0.127,18.161,0.106
296.337585,-14.78507194,296.337585,-14.785072,19.147,0.11,18.397,0.092,18.09,0.1
296.337585,-14.83370194,296.337585,-14.833702,17.25,0.025,16.189,0.015,15.616,0.013
296.337585,-15.10359194,296.337585,-15.103592,14.938,0.006,14.611,0.005,14.562,0.006
296.33761611,-14.79122,296.337616,-14.79122,19.102,0.106,18.155,0.074,18.112,0.102
296.33761611,-14.96407194,296.337616,-14.964072,19.7,0.188,18.578,0.099,18.537,0.15
296.33764611,-14.72535194,296.337646,-14.725352,17.405,0.028,16.897,0.026,16.611,0.029
296.33764611,-14.76218611,296.337646,-14.762186,19.702,0.175,18.769,0.127,18.713,0.169
296.33764611,-14.86818,296.337646,-14.86818,19.252,0.12,18.473,0.098,18.358,0.125
296.33773806,-14.68831194,296.337738,-14.688312,18.604,0.086,17.891,0.067,17.732,0.067
296.33776889,-14.81183611,296.337769,-14.811836,17.755,0.036,17.418,0.04,17.313,0.051
296.33776889,-14.95039194,296.337769,-14.950392,18.219,0.056,17.688,0.046,17.599,0.067
296.33779889,-14.830975,296.337799,-14.830975,15.93,0.01,15.414,0.008,15.319,0.011
296.33779889,-14.83546611,296.337799,-14.835466,19.214,0.116,18.416,0.094,18.621,0.156
296.33779889,-15.09240194,296.337799,-15.092402,17.403,0.03,16.828,0.023,16.618,0.029
296.33786,-14.76553889,296.33786,-14.765539,16.384,0.014,16.021,0.013,16.0,0.018
296.33789111,-14.63737806,296.337891,-14.637378,17.005,0.023,16.357,0.018,16.23,0.019
296.33789111,-14.775155,296.337891,-14.775155,19.487,0.146,18.938,0.147,18.535,0.146
296.33792111,-14.53809,296.337921,-14.53809,18.409,0.073,17.853,0.065,17.796,0.071
296.33792111,-14.840655,296.337921,-14.840655,18.892,0.089,18.182,0.077,17.98,0.091
296.33795194,-14.74796694,296.337952,-14.747967,18.972,0.096,18.249,0.081,17.974,0.09
296.33795194,-14.94096889,296.337952,-14.940969,18.969,0.103,18.39,0.085,18.686,0.169
296.33798194,-14.60100111,296.337982,-14.601001,13.69,0.003,13.186,0.002,13.088,0.003
296.33798194,-14.611575,296.337982,-14.611575,16.806,0.02,16.509,0.021,16.462,0.023
296.33801306,-14.73503611,296.338013,-14.735036,16.963,0.02,16.104,0.014,15.94,0.017
296.33807389,-14.70086389,296.338074,-14.700864,19.412,0.171,18.784,0.146,18.422,0.121
296.33807389,-14.87523694,296.338074,-14.875237,19.253,0.12,18.037,0.067,18.038,0.095
296.33807389,-15.04282611,296.338074,-15.042826,18.001,0.047,17.335,0.034,17.111,0.044
296.338135,-14.76043,296.338135,-14.76043,18.686,0.076,17.85,0.058,17.893,0.084
296.338165,-15.09595806,296.338165,-15.095958,17.506,0.032,17.087,0.028,16.985,0.04
296.33819611,-14.68890889,296.338196,-14.688909,19.293,0.154,18.577,0.122,18.296,0.109
296.33819611,-14.83599694,296.338196,-14.835997,18.798,0.083,18.228,0.08,18.022,0.094
296.33819611,-14.93118111,296.338196,-14.931181,15.608,0.009,15.006,0.006,14.884,0.008
296.33822611,-14.78441694,296.338226,-14.784417,19.137,0.11,18.245,0.081,18.25,0.114
296.33825694,-14.88736889,296.338257,-14.887369,19.083,0.105,18.574,0.108,18.182,0.108
296.33825694,-14.93310389,296.338257,-14.933104,16.205,0.012,15.811,0.011,15.767,0.015
296.33831806,-14.71063306,296.338318,-14.710633,17.899,0.047,17.536,0.05,17.54,0.057
296.33831806,-14.82513889,296.338318,-14.825139,18.716,0.077,17.801,0.055,17.799,0.078
296.33831806,-14.96763306,296.338318,-14.967633,19.119,0.117,18.582,0.1,18.324,0.125
296.33834806,-14.742495,296.338348,-14.742495,18.879,0.089,18.23,0.08,17.98,0.091
296.33834806,-14.96488306,296.338348,-14.964883,19.425,0.15,18.824,0.123,18.364,0.129
296.33837889,-14.67628389,296.338379,-14.676284,19.177,0.14,18.33,0.099,18.057,0.089
296.33840889,-14.8724,296.338409,-14.8724,17.661,0.033,17.091,0.03,16.805,0.033
296.33840889,-14.93967,296.338409,-14.93967,19.108,0.115,18.562,0.098,18.324,0.125
296.33844,-15.004505,296.33844,-15.004505,18.923,0.099,18.135,0.068,17.888,0.086
296.33847,-14.60895611,296.33847,-14.608956,17.618,0.037,16.996,0.031,16.72,0.029
296.33847,-14.98471694,296.33847,-14.984717,15.419,0.008,14.755,0.005,14.617,0.007
296.33850111,-14.70483611,296.338501,-14.704836,19.304,0.156,18.393,0.104,18.42,0.121
296.33850111,-15.12730889,296.338501,-15.127309,17.535,0.033,16.974,0.026,16.635,0.03
296.33856194,-14.715405,296.338562,-14.715405,16.468,0.015,16.062,0.014,15.986,0.016
296.33856194,-14.74618889,296.338562,-14.746189,16.005,0.011,15.691,0.01,15.67,0.014
296.33856194,-14.82650611,296.338562,-14.826506,19.219,0.117,17.994,0.065,17.85,0.081
296.33859306,-14.55716111,296.338593,-14.557161,18.921,0.112,18.295,0.095,17.985,0.083
296.33865389,-14.75945611,296.338654,-14.759456,18.405,0.06,17.589,0.046,17.605,0.066
296.33865389,-14.80560889,296.338654,-14.805609,19.63,0.165,18.711,0.12,18.918,0.201
296.33865389,-15.0757,296.338654,-15.0757,18.083,0.05,17.692,0.046,17.243,0.049
296.33868389,-14.49168389,296.338684,-14.491684,18.126,0.059,17.642,0.055,17.422,0.056
296.33868389,-14.71649194,296.338684,-14.716492,18.48,0.078,18.328,0.099,18.19,0.1
296.33868389,-14.73875306,296.338684,-14.738753,18.663,0.074,18.204,0.078,17.808,0.079
296.33877611,-14.52839194,296.338776,-14.528392,20.009,0.277,18.99,0.172,18.756,0.16
296.33880611,-14.83873806,296.338806,-14.838738,19.095,0.106,18.334,0.088,17.959,0.089
296.33880611,-14.96381111,296.338806,-14.963811,18.176,0.054,17.312,0.034,17.288,0.052
296.33883694,-14.67185,296.338837,-14.67185,17.156,0.026,16.816,0.027,16.818,0.031
296.33883694,-14.77559194,296.338837,-14.775592,19.309,0.126,18.452,0.097,18.608,0.155
296.33883694,-14.99450306,296.338837,-14.994503,19.389,0.146,18.854,0.126,18.616,0.16
296.33886694,-14.65428,296.338867,-14.65428,19.035,0.124,18.569,0.121,18.517,0.131
296.33886694,-14.94303306,296.338867,-14.943033,18.528,0.072,17.804,0.051,17.794,0.079
296.33889806,-14.88072806,296.338898,-14.880728,16.424,0.014,15.513,0.009,15.038,0.009
296.33892806,-14.70631889,296.338928,-14.706319,18.904,0.111,17.883,0.067,17.95,0.081
296.33895889,-14.68526889,296.338959,-14.685269,18.961,0.117,18.319,0.098,18.248,0.104
296.33895889,-14.78362806,296.338959,-14.783628,19.673,0.171,18.716,0.121,18.657,0.161
296.33898889,-14.77030306,296.338989,-14.770303,13.183,0.003,12.928,0.002,12.913,0.002
296.33898889,-14.92876694,296.338989,-14.928767,16.424,0.014,16.088,0.014,16.055,0.018
296.33902,-14.532505,296.33902,-14.532505,18.909,0.111,18.719,0.137,18.609,0.141
296.33902,-14.67900306,296.33902,-14.679003,18.577,0.084,18.044,0.077,17.999,0.084
296.33902,-14.74382194,296.33902,-14.743822,16.578,0.016,16.054,0.013,15.989,0.017
296.33902,-14.96608111,296.33902,-14.966081,18.595,0.076,18.322,0.08,18.464,0.141
296.33905,-14.791625,296.33905,-14.791625,19.532,0.152,18.381,0.09,17.636,0.068
296.33905,-14.82265889,296.33905,-14.822659,17.292,0.025,16.39,0.017,15.897,0.016
296.33908111,-14.83351,296.339081,-14.83351,18.736,0.078,18.609,0.114,18.159,0.105
296.33917194,-14.55446111,296.339172,-14.554461,20.092,0.296,19.165,0.2,18.933,0.185
296.33920306,-14.50230611,296.339203,-14.502306,16.274,0.013,15.659,0.01,15.534,0.011
296.33920306,-14.85102,296.339203,-14.85102,19.306,0.126,18.843,0.134,18.585,0.152
296.33923306,-15.03671694,296.339233,-15.036717,19.367,0.143,18.845,0.124,18.352,0.128
296.33926389,-14.77398306,296.339264,-14.773983,18.423,0.061,17.751,0.053,17.597,0.065
296.33929389,-14.97816889,296.339294,-14.978169,19.391,0.146,18.494,0.093,18.693,0.17
296.339325,-15.02049694,296.339325,-15.020497,17.547,0.033,17.304,0.033,17.232,0.049
296.33941694,-14.87290306,296.339417,-14.872903,19.526,0.151,18.65,0.114,18.762,0.176
296.33944694,-14.60881694,296.339447,-14.608817,13.905,0.003,13.428,0.002,13.307,0.003
296.33947806,-14.55176389,296.339478,-14.551764,15.746,0.009,15.182,0.007,15.06,0.008
296.33947806,-14.76733,296.339478,-14.76733,18.702,0.076,17.873,0.059,17.879,0.083
296.33947806,-14.89775,296.339478,-14.89775,17.896,0.04,17.331,0.038,17.14,0.044
296.33947806,-14.99636889,296.339478,-14.996369,16.194,0.013,15.679,0.009,15.611,0.013
296.33947806,-15.000405,296.339478,-15.000405,16.546,0.016,15.992,0.012,15.694,0.014
296.33950806,-14.94935,296.339508,-14.94935,18.78,0.088,18.181,0.071,17.943,0.09
296.33953889,-14.57796389,296.339539,-14.577964,16.537,0.016,15.977,0.013,15.686,0.013
296.33956889,-14.93901611,296.339569,-14.939016,18.753,0.086,18.366,0.083,18.283,0.12
296.3396,-14.79976694,296.3396,-14.799767,19.183,0.114,18.568,0.106,18.342,0.124
296.33966111,-14.65436111,296.339661,-14.654361,18.716,0.094,18.036,0.076,18.008,0.085
