Ra(J2000) deg,Dec(J2000) deg,Types,RUN,DCG,imag,e_imag,J,eJ,H,eH,Ks,eKs,IRAC1,e_IRAC1,IRAC2,e_IRAC2,IRAC3,e_IRAC3,IRAC4,e_IRAC4,WISE1,e_WISE1,WISE2,e_WISE2,WISE3,e_WISE3,WISE4,e_WISE4,VmagLGGS,e_VmagLGGS,BmagLGGS,RmagLGSS,ImagLGSS,J-Ks,Log(M/Ms),M/Ms,Log(t),t,Log(dt),dt,selected_Z
296.096558,-14.8814,C,C,0.155446583,20.337,0.023,17.78,89.99,17.19,89.99,16.96,89.99,16.52,0.08,16.58,0.05,16.34,0.1,16.36,0.12,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.8200000000000003,-0.01861500000000027,0.9580429955307755,9.92533,8420347212.98163,5.3353666378268745,216454.50936016714,0.003
296.365631,-14.891643,C,C/O,0.16276028,18.234,0.026,15.362,89.99,14.712,89.99,14.248,89.99,14.1,0.04,14.11,0.06,13.98,0.06,13.91,0.04,14.248,0.031,14.229,0.048,12.551,89.99,8.761,89.99,20.237,0.006,22.284,18.732,17.103,1.1140000000000008,0.5784336957699998,3.7882069434926606,8.303960000000002,201353878.75458175,5.216294547150785,164548.73470817698,0.008
296.32608,-14.666169,C,C,0.166108059,20.107,0.016,17.38,89.99,16.8,89.99,16.44,89.99,16.28,0.07,16.28,0.08,15.89,0.08,15.75,0.09,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.464,0.014,23.42,20.3,19.233,0.9399999999999977,0.08353842157999969,1.2120999172475482,9.68969,4894293393.163711,5.7915282914879285,618768.6350310232,0.003
296.080383,-14.858717,C,C,0.160123724,89.99,89.99,16.11,89.99,15.7,89.99,15.219999999999999,89.99,15.17,0.05,14.89,0.09,14.69,0.1,14.86,0.09,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.267,0.016,23.193,20.138,18.579,0.8900000000000006,0.3089494743400001,2.036805102766044,9.0454,1110196873.62348,6.361460443559459,2298584.3399087717,0.008
296.374054,-14.711063,C,C,0.170179856,19.871,0.025,17.35,89.99,16.85,89.99,16.45,89.99,16.25,0.06,16.1,0.05,15.74,0.08,15.55,0.11,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.9000000000000021,0.08169079000000012,1.206954199049436,9.694,4943106869.868363,5.781917185313561,605225.4546013984,0.003
296.121368,-14.679315,C,C,0.163620468,19.903,0.017,17.159000000000002,89.99,16.399,89.99,15.959,89.99,15.64,0.09,15.51,0.08,15.56,0.07,14.89,0.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.2000000000000028,0.17240950057799997,1.4873374065190705,9.482379,3036539955.1914663,6.259635860580081,1818175.7480515055,0.006
296.35376,-14.912353,C,C,0.166033925,19.445,0.032,17.02,89.99,16.35,89.99,15.89,89.99,15.44,0.05,15.56,0.08,15.48,0.04,15.11,0.11,15.397,0.046,15.449,0.124,12.376,89.99,8.857,89.99,89.99,89.99,89.99,89.99,89.99,1.129999999999999,0.18515815847999995,1.5316451444853683,9.45264,2835567565.1581755,6.30939188479376,2038881.0282841267,0.006
296.0719583,-14.84902778,C,C/O,0.164984661,19.761,0.019,17.252000000000002,89.99,89.99,89.99,15.844999999999999,89.99,15.68,0.08,15.82,0.06,15.66,0.06,15.31,0.07,15.843,0.065,16.275,0.23,12.445,89.99,8.909,89.99,21.582,0.017,23.835,20.224,18.993,1.4070000000000036,0.1934725005900002,1.5612501768977,9.433245,2711720972.7047906,6.339665698317332,2186078.224770106,0.006
296.0927917,-14.89219444,C,C,0.164380023,20.237,0.044,17.652,89.99,89.99,89.99,15.502178290545364,89.99,15.75,0.12,15.19,0.03,15.11,0.07,14.81,0.11,15.587,0.047,15.756,0.167,12.039,89.99,8.561,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.2568133222597968,1.806397494713568,9.188194508679207,1542391093.2733223,6.403043408297803,2529550.8157021394,0.006
296.4063333,-14.80080556,C,C/O,0.176335419,20.087,0.04,17.17,89.99,89.99,89.99,15.327121553191956,89.99,14.82,0.07,14.71,0.06,14.63,0.06,14.16,0.05,15.03,0.038,14.915,0.086,11.994,89.99,8.315,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.28915735788238917,1.9460650714859766,9.090391052340623,1231377042.1950874,6.405558491020734,2544242.430031976,0.006
296.003693,-14.974893,C,C,0.284993098,20.566,0.028,18.192,89.99,17.56,89.99,17.14,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0519999999999996,-0.05347995361000035,0.8841379787581319,10.030270000000002,10721856737.384768,4.740413506335161,55006.43593204743,0.0015
296.294617,-14.567719,C,C/O,0.242710583,20.975,0.049,18.424,89.99,17.757,89.99,17.048,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.3760000000000012,-0.03403699999999987,0.9246193970334545,9.976633999999999,9476195239.968098,5.393558510465009,247490.487123584,0.002
296.075775,-14.711885,C,C,0.178456428,20.446,0.026,17.94,89.99,17.39,89.99,17.03,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.9100000000000001,-0.030882500000000368,0.9313598242750373,9.966140000000001,9249963094.617281,5.399944056163408,251156.2882582667,0.002
296.06134,-14.955141,C,C,0.228034084,20.596,0.029,18.03,89.99,17.2,89.99,17.03,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0,-0.030882500000000368,0.9313598242750373,9.966140000000001,9249963094.617281,5.399944056163408,251156.2882582667,0.002
295.976105,-14.796489,C,C/O,0.253947856,20.35,0.018,18.05,89.99,17.411,89.99,16.982,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0680000000000014,-0.02247050000000006,0.9495754981239943,9.938156,8672733472.402996,5.326569162964519,212113.91652653518,0.003
296.183685,-14.962144,C,C,0.167023902,20.073,0.06,18.04,89.99,17.33,89.99,16.75,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,20.722,0.008,21.43,20.267,19.751,1.2899999999999991,0.024599999999999955,1.0582785655888944,9.8233,6657328693.784387,5.501173612297535,317083.4773394846,0.003
296.521149,-14.614511,C,C,0.346115922,20.598,0.047,18.07,89.99,17.226,89.99,16.727,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.343,0.029613999999999807,1.0705673642914726,9.813387,6507092793.880262,5.525108866266702,335049.41675673344,0.003
296.184326,-14.799191,C,C,0.045741226,20.38,0.042,17.63,89.99,17.03,89.99,16.71,89.99,16.39,0.03,16.55,0.04,16.58,0.07,16.59,0.0,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.9199999999999982,0.033319999999999794,1.0797420125140127,9.80606,6398232242.219251,5.543126473692068,349242.00568383693,0.003
296.090485,-15.010141,C,C/O,0.250847749,20.181,0.033,18.0,89.99,16.77,89.99,16.669999999999998,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.3300000000000018,0.04104289524000038,1.0991143935343979,9.78882,6149219560.631726,5.579545290706044,379791.54373492626,0.003
296.0039167,-14.86283333,C,C/O,0.234210613,20.466,0.024,18.206,89.99,89.99,89.99,16.625,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,16.341,0.086,16.464,0.28,11.9,89.99,8.674,89.99,89.99,89.99,89.99,89.99,89.99,1.5809999999999995,0.04935723734999997,1.1203590776328003,9.769425,5880645502.235276,5.6190986208551195,416005.067410479,0.003
296.040436,-14.607334,C,C,0.271479264,20.151,0.025,17.963,89.99,17.085,89.99,16.576,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.3870000000000005,0.058410632091999926,1.1439594548071528,9.748306000000001,5601521406.628916,5.663405948228132,460686.9904947682,0.003
295.969788,-14.97507,C,C/O,0.312694491,20.156,0.033,17.490000000000002,89.99,16.93,89.99,16.53,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.9600000000000009,0.06690973735999983,1.1665671355722196,9.728480000000001,5351555083.818907,5.706011099610916,508172.4301632338,0.003
296.304626,-14.767883,C,C,0.08191826,20.102,0.031,17.560000000000002,89.99,17.03,89.99,16.52,89.99,16.34,0.04,16.48,0.06,16.28,0.12,15.76,0.14,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.435,0.015,23.001,20.387,19.407,1.0400000000000027,0.06875736894000006,1.1715406679097047,9.72417,5298708156.512919,5.715385714855753,519261.0113320528,0.003
296.436554,-14.743853,C,C,0.214493264,19.735,0.022,17.25,89.99,16.68,89.99,16.49,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.7600000000000016,0.07430026368000031,1.186588851604449,9.71124,5143278011.08438,5.743719626686039,554267.7713501047,0.003
296.28244,-14.868937,C,C,0.085292455,19.938,0.023,17.28,89.99,16.72,89.99,16.48,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.8000000000000007,0.07614789525999988,1.1916477443546352,9.70693,5092487832.358929,5.7532280015436825,566536.6387226332,0.003
296.332458,-14.951111,C,C,0.181191209,20.558,0.035,17.560000000000002,89.99,16.91,89.99,16.41,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,16.072,0.066,16.012,0.187,12.313,89.99,8.489,89.99,89.99,89.99,89.99,89.99,89.99,1.1500000000000021,0.08908131631999994,1.227669075630816,9.676760000000002,4750726185.572889,5.820477133875702,661419.7120277473,0.003
296.470612,-14.886045,C,C/O,0.254977009,19.981,0.026,17.465,89.99,16.743,89.99,16.397,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0680000000000014,0.09148323737400021,1.234477666656495,9.671157000000001,4689828915.674493,5.83306510172587,680871.4152106025,0.003
295.99939,-14.635953,C,C,0.283977281,20.148,0.04,17.617,89.99,16.896,89.99,16.387999999999998,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.789,0.06,16.091,0.209,12.349,89.99,8.767,89.99,89.99,89.99,89.99,89.99,89.99,1.2290000000000028,0.09314610579600036,1.2392134138621405,9.667278,4648127153.046638,5.841791586692565,694690.8628206018,0.003
296.26511,-14.96155,LAV,C/O,0.163689726,20.284,0.053,17.87,0.4,17.09,0.3,16.38,0.2,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.490000000000002,0.09462421106000019,1.243438216448959,9.66383,4611370319.934743,5.8495550508874965,707220.8418560274,0.003
296.190338,-14.641755,C,C,0.164760072,20.066,0.022,17.39,89.99,16.78,89.99,16.33,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.714,0.051,15.833,0.169,12.514,89.99,8.668,89.99,89.99,89.99,89.99,89.99,89.99,1.0600000000000023,0.10386236896000023,1.2701715149458037,9.64228,4388135201.256473,5.898145568805028,790943.6956890357,0.003
296.034485,-14.951339,C,C,0.246225354,19.864,0.033,17.37,89.99,16.71,89.99,16.32,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0500000000000007,0.10571000054000002,1.2755867533072334,9.637970000000001,4344802103.052788,5.907862601145223,808839.963929257,0.003
296.0195,-14.78566667,C,C/O,0.211107453,20.227,0.04,17.726,89.99,89.99,89.99,16.315,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.4109999999999978,0.1066338163299998,1.2783030240762043,9.635815000000001,4323296287.893963,5.9127191226761955,817935.6221298794,0.003
296.434357,-14.834667,C,C,0.20700383,19.789,0.018,17.28,89.99,16.72,89.99,16.25,89.99,15.93,0.08,16.12,0.07,15.47,0.09,15.63,0.12,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.425,0.014,23.51,20.148,19.101,1.0300000000000011,0.11864342160000008,1.3141454072635432,9.607800000000001,4053218348.593226,5.975590248272223,945344.8187740775,0.003
296.089813,-14.905375,C,C,0.17437638,20.528,0.045,17.696,89.99,16.855,89.99,16.246,89.99,15.63,0.03,15.81,0.04,15.11,0.06,15.06,0.07,15.929,0.061,16.12,0.232,12.087,89.99,8.576,89.99,89.99,89.99,89.99,89.99,89.99,1.4500000000000028,0.11938247423200021,1.3163836338854151,9.606076,4037160356.6625333,5.9794351207491765,953751.2513029872,0.003
296.51123,-14.584842,C,C,0.355112228,20.393,0.066,17.555,89.99,16.79,89.99,16.238,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.836,0.022,23.847,20.514,19.381,1.3170000000000002,0.12086057949600004,1.3208715299325957,9.602628000000001,4005234975.839305,5.987113494424698,970763.6243115852,0.003
296.066071,-14.844581,C,C,0.169452268,19.972,0.012,17.240000000000002,89.99,16.78,89.99,16.23,89.99,15.77,0.06,15.98,0.07,15.41,0.07,14.93,0.07,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0100000000000016,0.12233868475999987,1.3253747263910027,9.59918,3973562057.1059113,5.994775660301087,988042.5783059815,0.003
296.0726667,-14.85652778,C,C/O,0.166622757,20.131,0.024,17.653000000000002,89.99,89.99,89.99,16.205,89.99,16.15,0.07,16.13,0.04,16.3,0.15,15.56,0.17,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.448000000000004,0.12695776371000034,1.3395464066507914,9.588405,3876189493.0262427,6.018601557810439,1043762.1832824916,0.003
296.099152,-14.708244,C,C,0.16077816,20.17,0.053,17.28,89.99,16.63,89.99,16.2,89.99,15.9,0.08,15.92,0.05,15.82,0.1,15.28,0.09,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0800000000000018,0.12788157950000012,1.3423988749275524,9.58625,3857003207.2575464,6.0233428580851545,1055219.6212399937,0.003
295.977081,-14.726664,C,C/O,0.263806597,20.291,0.037,17.38,89.99,16.77,89.99,16.15,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.998,0.067,15.625,0.137,12.38,89.99,9.015,89.99,89.99,89.99,89.99,89.99,89.99,1.2300000000000004,0.13711973740000016,1.3712597779869362,9.5647,3670286784.8109703,6.104595023188495,1272316.101094867,0.006
296.216919,-14.990644,C,C,0.1894262,20.467,0.053,17.431,89.99,16.691,89.99,16.148,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.2830000000000013,0.13748926371600012,1.372427032534748,9.563838,3663009120.393811,6.106325534297463,1277395.948263027,0.006
296.19754,-14.883656,C,C,0.088177978,20.541,0.038,17.666,89.99,16.778,89.99,16.13,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.475,0.056,16.407,0.324,11.874,0.373,8.746,89.99,89.99,89.99,89.99,89.99,89.99,1.5360000000000014,0.14081500056000018,1.3829771370923714,9.55608,3598156095.361582,6.121813945776722,1323774.301269186,0.006
296.053,-14.92319444,C,C/O,0.214702561,20.103,0.035,17.744,89.99,89.99,89.99,16.119,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.708,0.015,24.202,20.508,19.38,1.625,0.14284739529800006,1.3894643080742581,9.551339,3559090243.3552,6.131200174801872,1352695.9034678703,0.006
296.17764,-14.6424,LAV,C/O,0.167655905,20.723,0.048,18.43,0.79,17.47,0.64,16.21410978558108,0.45,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.149,0.04,14.665,0.068,12.43,89.99,8.957,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.12527461095733683,1.3343649045387578,9.592331317585446,3911391769.6773796,6.009941802435141,1023155.8752490127,0.003
296.431213,-14.889406,C,C,0.219509173,20.023,0.032,17.13,89.99,16.48,89.99,16.11,89.99,15.81,0.08,15.79,0.08,15.44,0.07,15.46,0.22,15.884,0.066,15.455,0.142,12.356,89.99,8.809,89.99,89.99,89.99,89.99,89.99,89.99,1.0199999999999996,0.14451026371999998,1.3947946205554291,9.547460000000001,3527442961.723371,6.138833534031104,1376681.6828267782,0.006
296.251343,-14.803117,C,C,0.021391995,19.819,0.026,17.21,89.99,16.5,89.99,16.08,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.1300000000000026,0.15005315846000022,1.41271045245225,9.53453,3423970387.5908194,6.163962217748104,1458687.3535502977,0.006
296.0672917,-14.90311111,C,C/O,0.191740162,20.272,0.022,17.914,89.99,89.99,89.99,16.08626225224627,89.99,15.64,0.04,15.65,0.09,16.31,0.23,15.76,0.12,15.9,0.057,16.342,0.268,12.067,89.99,8.844,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.14889612495878635,1.408951763454453,9.537229030718144,3445315759.7082043,6.158758189601253,1441312.6210288077,0.006
295.969452,-14.694445,C,C/O,0.281748932,19.872,0.014,17.12,89.99,16.4,89.99,16.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.851,0.05,16.624,0.341,11.696,89.99,8.694,0.522,89.99,89.99,89.99,89.99,89.99,1.0600000000000023,0.15374842162000024,1.4247820058873588,9.52591,3356680456.533311,6.180429599768182,1515059.1888728263,0.006
296.325409,-14.997616,C,C,0.217939699,20.09,0.028,17.29,89.99,16.614,89.99,16.054,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.2360000000000007,0.15485700056800034,1.428423546390321,9.523324,3336752542.0502124,6.185323107995121,1532226.9895673206,0.006
296.076875,-14.878,C,C/O,0.171095104,19.939,0.028,17.63,89.99,89.99,89.99,16.041,89.99,15.62,0.08,15.61,0.04,15.73,0.08,15.56,0.13,15.88,0.06,15.64,0.13,11.87,89.99,8.472,89.99,89.99,89.99,89.99,89.99,89.99,1.5889999999999986,0.15725892162199995,1.4363455116266135,9.517721000000002,3293980318.9836826,6.195849298919953,1569817.9797379451,0.006
296.411377,-14.685686,C,C,0.215290279,19.716,0.021,17.27,89.99,16.58,89.99,16.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.431,0.014,23.401,20.209,19.167,1.2300000000000004,0.15744368478000004,1.4369567102562508,9.517290000000001,3290712947.783594,6.196654603631199,1572731.5664114659,0.006
296.19916,-14.8616,LPV,C/O,0.067399633,89.99,89.99,20.01,89.99,18.61,89.99,16.403918326957495,89.99,14.53,0.07,13.9,0.04,13.32,0.04,12.94,0.03,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.09020498543725664,1.2308495903197123,9.674138798918682,4722139349.86151,5.826363314901589,670445.24488509,0.003
296.281311,-14.988667,C,C,0.193908991,19.492,0.013,16.96,89.99,16.35,89.99,16.0,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.9600000000000009,0.16483421110000007,1.4616191050092482,9.500050000000002,3162641751.7967987,6.228328602208717,1691720.461659607,0.006
89.99,-14.73602778,C,C,0.178313737,20.002,0.036,17.490000000000002,89.99,89.99,89.99,15.927999999999999,89.99,15.6,0.04,15.71,0.05,15.4,0.07,15.12,0.09,15.898,0.056,16.414,0.276,12.459,89.99,9.008,89.99,89.99,89.99,89.99,89.99,89.99,1.562000000000003,0.1781371584760001,1.5070829565611827,9.469018,2944543672.3922896,6.282465966446936,1916310.884857438,0.006
296.152313,-14.788395,C,C,0.078813042,19.95,0.019,16.94,89.99,16.3,89.99,15.91,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.0300000000000011,0.18146289531999993,1.518668186516444,9.461260000000001,2892410969.9562182,6.295370107893817,1974104.360915809,0.006
89.99,-14.74713889,C,C/O,0.198792226,89.99,89.99,17.334,89.99,89.99,89.99,15.908999999999999,89.99,15.55,0.06,15.53,0.08,14.85,0.08,14.72,0.08,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.4250000000000007,0.18164765847800024,1.519314415370825,9.460829,2889541924.18579,6.296079188293772,1977330.1492428351,0.006
89.99,-14.638191,C,C/O,0.306160743,20.089,0.04,17.296,89.99,16.557,89.99,15.904,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.3919999999999995,0.18257147426800002,1.522549686766242,9.458674,2875239326.957816,6.2996120736487295,1993480.875699321,0.006
296.4267083,-14.75402778,C,C,0.202395495,20.11,0.026,17.289,89.99,89.99,89.99,15.897,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.3920000000000012,0.18386481637399998,1.5270906439937457,9.455657,2855334547.4022493,6.304522802129831,2016149.8235017916,0.006
295.9795,-14.88288889,C,C/O,0.263337726,19.863,0.012,17.459,89.99,89.99,89.99,15.854,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.6050000000000004,0.19180963216800007,1.555283741996456,9.437124,2736049813.2449183,6.333756503543212,2156534.9628473003,0.006
296.048125,-14.89977778,C,C,0.20664862,19.892,0.026,17.44,89.99,89.99,89.99,15.843,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.563,0.045,15.771,0.16,12.474,89.99,8.983,89.99,89.99,89.99,89.99,89.99,89.99,1.5970000000000013,0.19384202690599994,1.5625791565691742,9.432383000000002,2706344009.979712,6.3409687250733935,2192647.030180093,0.006
296.4017917,-14.73822222,C,C/O,0.183133855,20.12,0.025,17.302,89.99,89.99,89.99,15.838,89.99,15.24,0.11,15.2,0.09,14.91,0.07,14.67,0.06,15.588,0.05,15.736,0.147,12.472,89.99,8.462,89.99,89.99,89.99,89.99,89.99,89.99,1.4640000000000004,0.19476584269600017,1.565906557136944,9.430228,2692948202.1490235,6.344210049148359,2209072.9061328955,0.006
295.9715833,-14.87727778,C,C/O,0.269250306,19.748,0.095,17.525000000000002,89.99,89.99,89.99,15.826,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.731,0.056,15.579,0.132,12.553,89.99,8.969,89.99,89.99,89.99,89.99,89.99,89.99,1.6990000000000016,0.1969830005919999,1.5739212559163638,9.425056000000001,2661068168.4874954,6.3518936546499525,2248503.949016025,0.006
296.436125,-14.89513889,C,C/O,0.226327084,19.943,0.018,17.403000000000002,89.99,89.99,89.99,15.812,89.99,15.1,0.1,15.13,0.08,14.91,0.06,14.43,0.07,15.239,0.043,15.535,0.126,12.226,89.99,8.866,89.99,89.99,89.99,89.99,89.99,89.99,1.5910000000000029,0.19956968480400006,1.5833235988158116,9.414984,2600063771.5114403,6.35664672631066,2273247.5218046056,0.006
296.17438,-14.83893,LPV,C/O,0.066946934,89.99,89.99,18.38,89.99,17.16,89.99,15.806238717024511,89.99,14.93,0.03,14.85,0.1,14.5,0.04,14.08,0.05,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.20063415764068293,1.5872091470288203,9.410766740861943,2574937788.9852133,6.358475302887053,2282839.1023107087,0.006
296.4300833,-14.76258333,C,C/O,0.203865384,20.049,0.028,17.277,89.99,89.99,89.99,15.741,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,15.286,0.043,15.493,0.119,11.962,89.99,8.675,89.99,89.99,89.99,89.99,89.99,89.99,1.5360000000000014,0.212687869022,1.6318786818396653,9.363012000000001,2306810927.3809342,6.3768561467315,2381530.493893714,0.006
296.18011,-14.75091,LAV,C/O,0.071172956,19.405,0.098,16.82,0.16,16.27,0.2,15.74,0.12,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.08,0.21287263217999985,1.6325730844092419,9.362280000000002,2302926090.2040467,6.3771035904864,2382887.782053417,0.006
296.1095,-14.93286111,C,C/O,0.178132977,20.128,0.066,17.701,89.99,89.99,89.99,15.716349552956087,89.99,15.01,0.04,15.04,0.06,15.09,0.05,14.73,0.08,15.116,0.04,15.168,0.101,12.175,89.99,8.678,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.2172423634639451,1.6490824258432029,9.344967872763856,2212931000.441666,6.382642540418327,2413473.5322420327,0.006
296.17468,-14.79389,C,C/O,0.055864397,89.99,89.99,17.8,89.99,16.75,89.99,15.70798823238912,89.99,15.0,0.04,14.84,0.06,14.87,0.05,14.46,0.05,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.21878722745694823,1.6549589559310964,9.338847386108837,2181963021.181085,6.384455115539083,2423567.4752078974,0.006
296.0512917,-14.86669444,C,C,0.19017054,20.133,0.028,17.477,89.99,89.99,89.99,15.698813630969491,89.99,15.45,0.07,15.77,0.07,15.34,0.08,14.94,0.11,15.732,0.05,16.054,0.203,12.545,89.99,8.191,89.99,89.99,89.99,89.99,89.99,89.99,1.7189999999999994,0.22048235578863018,1.6614311769358159,9.332131577869667,2148481299.284667,6.3863550719553555,2434193.3517919583,0.006
