#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 1   8.87  0.35  1.83567  1.120 3.875  4.028 11.50  0.038 0.00 13.471 13.783 13.717 13.427 13.258 13.124 12.971 12.870 12.854  1.836 
 1   8.89 -0.11  0.67392 -0.908 3.649  4.715 11.80  0.038 0.75 18.511 21.323 20.364 19.211 18.466 17.852 17.015 16.355 16.252  0.674 
 1   8.89 -0.05  0.19810 -2.239 3.541  5.084 11.10  0.037 0.73 21.037 25.855 24.418 22.870 21.777 20.480 19.248 18.689 18.437  0.198 
 1   8.89  0.03  0.31898 -1.852 3.562  4.989  8.10  0.024 0.83 16.926 21.086 19.826 18.403 17.406 16.292 15.196 14.616 14.398  0.319 
 1   8.89  0.03  0.29867 -1.905 3.559  5.000 11.80  0.038 0.00 21.334 25.507 24.245 22.819 21.821 20.707 19.609 19.027 18.809  0.299 
 1   8.89  0.07  0.11260 -2.823 3.469  5.134 11.30  0.037 0.90 22.520 29.199 27.262 25.461 24.021 22.204 20.566 20.034 19.742  0.113 
 1   8.89  0.11  0.17318 -2.398 3.513  5.075  7.60  0.020 0.00 18.366 23.482 21.994 20.410 19.254 17.835 16.534 15.991 15.733  0.173 
 1   8.89  0.11  0.61798 -1.102 3.621  4.762 11.60  0.038 0.00 19.126 22.304 21.218 19.990 19.177 18.478 17.578 16.881 16.771  0.618 
 1   8.89  0.17  0.35532 -1.768 3.563  4.955  9.70  0.033 0.96 18.179 22.281 21.055 19.662 18.668 17.549 16.450 15.862 15.653  0.355 
 1   8.89  0.21  0.34689 -1.793 3.560  4.959 10.50  0.036 0.00 19.753 23.895 22.658 21.257 20.258 19.129 18.022 17.435 17.222  0.347 
 1   8.89  0.47  0.12984 -2.698 3.476  5.100 12.10  0.038 0.00 23.614 29.793 28.022 26.287 24.936 23.231 21.697 21.165 20.878  0.130 
 1   8.91 -0.27  0.51144 -1.301 3.614  4.849 11.60  0.038 0.00 19.622 22.747 21.731 20.486 19.659 18.961 18.069 17.408 17.278  0.511 
 1   8.91 -0.25  0.09713 -3.011 3.458  5.213  9.30  0.031 0.80 21.290 29.041 26.596 24.625 23.041 21.101 19.297 18.733 18.452  0.097 
 1   8.91 -0.19  0.39153 -1.621 3.586  4.941  9.60  0.033 0.00 18.422 22.009 20.895 19.559 18.637 17.753 16.769 16.163 15.991  0.392 
 1   8.91 -0.11  0.19797 -2.230 3.545  5.089 10.20  0.035 0.00 20.545 25.083 23.675 22.152 21.112 19.941 18.803 18.232 17.992  0.198 
 1   8.91 -0.03  0.47642 -1.439 3.593  4.873 12.10  0.038 0.00 20.467 23.960 22.870 21.575 20.673 19.807 18.829 18.189 18.038  0.476 
 1   8.91 -0.01  0.12001 -2.771 3.477  5.143 10.40  0.036 0.00 22.097 28.306 26.501 24.755 23.406 21.706 20.182 19.647 19.363  0.120 
 1   8.91  0.03  0.17398 -2.391 3.518  5.086 12.10  0.038 0.82 22.312 27.569 26.050 24.446 23.267 21.809 20.472 19.929 19.666  0.174 
 1   8.91  0.05  0.42380 -1.572 3.580  4.901  8.70  0.028 0.93 16.732 20.501 19.378 18.057 17.101 16.073 15.022 14.427 14.246  0.424 
 1   8.91  0.19  0.22826 -2.153 3.537  5.042 11.20  0.037 0.73 20.904 25.729 24.314 22.777 21.676 20.350 19.108 18.553 18.301  0.228 
 1   8.91  0.21  0.14686 -2.574 3.489  5.080 11.10  0.037 0.00 22.305 28.098 26.441 24.760 23.479 21.872 20.420 19.885 19.606  0.147 
 1   8.91  0.23  0.42569 -1.584 3.575  4.895  8.70  0.028 0.00 17.430 21.263 20.161 18.872 17.895 16.790 15.696 15.097 14.917  0.426 
 1   8.91  0.37  0.25541 -2.058 3.542  5.017 11.00  0.037 0.83 20.334 24.932 23.561 22.056 20.996 19.748 18.567 18.002 17.760  0.255 
 1   8.93 -0.07  0.28090 -1.945 3.561  5.021 11.10  0.037 0.00 20.731 24.866 23.598 22.166 21.174 20.097 19.017 18.435 18.220  0.281 
 1   8.93 -0.03  0.34042 -1.791 3.569  4.983  7.70  0.021 0.72 16.486 20.527 19.299 17.895 16.912 15.839 14.765 14.184 13.974  0.340 
 1   8.93  0.01  0.10654 -2.913 3.463  5.176 10.40  0.036 0.00 22.453 29.207 27.222 25.407 23.959 22.135 20.499 19.965 19.675  0.107 
 1   8.93  0.01  0.33442 -1.809 3.566  4.982 11.20  0.037 0.00 20.494 24.502 23.293 21.904 20.924 19.852 18.778 18.193 17.989  0.334 
 1   8.93  0.07  0.32567 -1.838 3.562  4.982  3.50  0.003 0.00 12.866 16.919 15.691 14.296 13.311 12.214 11.133 10.551 10.342  0.326 
 1   8.93  0.07  2.79985 -1.849 4.266  8.152 10.90  0.037 0.00 20.292 21.154 21.895 22.053 22.131 22.239 22.491 22.566 22.628  0.714 
 1   8.93  0.11  0.47277 -1.462 3.587  4.868 10.80  0.037 0.00 19.225 22.854 21.757 20.470 19.541 18.576 17.549 16.919 16.760  0.473 
 1   8.93  0.11  0.14360 -2.603 3.490  5.103 11.60  0.038 0.00 22.879 28.669 27.003 25.320 24.043 22.442 20.996 20.460 20.182  0.144 
 1   8.93  0.13  0.49394 -1.412 3.590  4.852 11.30  0.037 0.00 19.601 23.173 22.082 20.806 19.890 18.954 17.938 17.294 17.143  0.494 
 1   8.93  0.13  0.32992 -1.833 3.560  4.975 11.70  0.038 0.00 21.052 25.203 23.956 22.545 21.547 20.427 19.325 18.740 18.525  0.330 
 1   8.93  0.17  0.16572 -2.462 3.504  5.083 11.20  0.037 0.00 22.125 27.484 25.939 24.317 23.119 21.632 20.278 19.738 19.471  0.166 
 1   8.93  0.23  0.32789 -1.845 3.557  4.972 11.00  0.037 0.00 20.383 24.609 23.340 21.914 20.908 19.765 18.650 18.066 17.846  0.328 
 1   8.93  0.29  0.15622 -2.522 3.496  5.083  9.40  0.032 0.00 20.476 26.058 24.456 22.803 21.562 20.012 18.607 18.071 17.798  0.156 
 1   8.93  0.53  0.30849 -1.898 3.553  4.983 11.00  0.037 0.95 19.819 24.164 22.852 21.394 20.375 19.209 18.082 17.502 17.270  0.308 
 1   8.95 -0.27  0.22013 -2.115 3.560  5.083 10.50  0.036 0.00 20.558 24.764 23.423 21.940 20.945 19.921 18.859 18.280 18.059  0.220 
 1   8.95 -0.17  0.20714 -2.181 3.551  5.087 11.30  0.037 0.84 20.981 25.567 24.134 22.595 21.550 20.382 19.238 18.666 18.425  0.207 
 1   8.95 -0.11  0.20873 -2.185 3.548  5.082 10.70  0.036 0.95 20.236 24.737 23.337 21.820 20.786 19.629 18.500 17.927 17.687  0.209 
 1   8.95  0.05  0.65889 -0.987 3.634  4.726  9.40  0.032 0.00 16.637 19.601 18.561 17.373 16.607 15.981 15.129 14.444 14.346  0.659 
 1   8.95  0.05  0.11910 -2.815 3.472  5.164 10.90  0.037 0.00 22.706 29.091 27.229 25.460 24.079 22.338 20.779 20.244 19.958  0.119 
 1   8.95  0.11  0.21480 -2.192 3.538  5.060 11.00  0.037 0.00 21.251 25.870 24.490 22.978 21.915 20.665 19.483 18.920 18.677  0.215 
 1   8.95  0.11  0.18273 -2.356 3.521  5.085 11.20  0.037 0.78 21.396 26.605 25.099 23.504 22.334 20.890 19.558 19.014 18.751  0.183 
 1   8.95  0.19  0.08218 -3.372 3.394  5.246 10.20  0.035 0.00 23.399 33.537 30.236 28.021 25.985 23.627 21.304 20.747 20.437  0.082 
 1   8.97 -0.39  0.16538 -2.411 3.530  5.134 14.40  0.038 0.76 24.772 30.017 28.323 26.633 25.504 24.219 22.991 22.414 22.161  0.165 
 1   8.97 -0.15  0.35597 -1.729 3.578  4.978 10.00  0.034 0.00 19.092 22.826 21.677 20.318 19.373 18.427 17.413 16.822 16.637  0.356 
 1   8.97 -0.15  0.28541 -1.917 3.567  5.023 10.40  0.036 0.00 19.963 23.973 22.730 21.311 20.334 19.316 18.263 17.680 17.473  0.285 
 1   8.97 -0.15  1.06087  0.048 3.776  4.467 11.00  0.037 0.82 15.300 16.173 16.071 15.413 15.025 14.686 14.246 13.890 13.852  1.061 
 1   8.97 -0.11  3.86826 -2.600 4.110  8.328 11.60  0.038 0.00 22.870 23.268 23.656 23.726 23.769 23.827 23.966 24.008 24.040  0.804 
 1   8.97 -0.09  0.75425 -0.700 3.675  4.663 11.10  0.037 0.00 17.620 19.838 19.070 18.049 17.433 16.942 16.235 15.652 15.580  0.754 
 1   8.97  0.01  1.13872  0.175 3.784  4.403 10.70  0.036 0.82 14.709 15.550 15.437 14.798 14.424 14.101 13.684 13.351 13.316  1.139 
 1   8.97  0.05  0.13788 -2.671 3.487  5.142  9.70  0.033 0.87 20.574 26.659 24.893 23.166 21.839 20.168 18.666 18.130 17.849  0.138 
 1   8.97  0.05  0.48912 -1.417 3.592  4.860 10.90  0.037 0.81 18.699 22.327 21.222 19.922 18.996 18.045 17.025 16.402 16.239  0.489 
 1   8.97  0.07  1.82461  1.166 3.871  3.962 11.70  0.038 0.00 13.554 13.861 13.818 13.534 13.363 13.217 13.046 12.931 12.916  1.825 
 1   8.97  0.07  2.77188 -1.974 4.240  8.170 14.40  0.038 0.00 24.106 24.870 25.564 25.707 25.780 25.879 26.114 26.184 26.241  0.712 
 1   8.97  0.11  0.45277 -1.510 3.583  4.881 12.40  0.038 0.89 20.327 24.090 22.976 21.668 20.713 19.680 18.622 18.016 17.840  0.453 
 1   8.97  0.21  0.25532 -2.058 3.542  5.017  6.70  0.015 0.00 16.615 21.110 19.759 18.272 17.227 16.008 14.850 14.284 14.046  0.255 
 1   8.97  0.27  0.11384 -2.890 3.461  5.175  8.90  0.029 0.00 20.896 27.700 25.698 23.878 22.419 20.583 18.935 18.402 18.112  0.114 
 1   8.97  0.33  0.19490 -2.290 3.526  5.069 11.10  0.037 0.00 21.594 26.434 25.011 23.468 22.364 21.033 19.797 19.244 18.995  0.195 
 1   8.97  0.41  0.11191 -2.907 3.460  5.178 12.30  0.038 0.00 24.337 31.216 29.190 27.360 25.889 24.037 22.374 21.840 21.549  0.112 
 1   8.99 -0.15  1.16356  0.266 3.803  4.397 11.10  0.037 0.00 15.206 15.720 15.759 15.260 14.952 14.679 14.351 14.092 14.068  1.164 
 1   8.99 -0.09  0.12085 -2.819 3.478  5.199  9.60  0.033 0.00 21.417 27.759 25.836 24.050 22.697 21.008 19.509 18.964 18.687  0.121 
 1   8.99 -0.07  0.16993 -2.430 3.518  5.118 10.80  0.037 0.00 21.645 26.740 25.215 23.614 22.476 21.104 19.836 19.282 19.027  0.170 
 1   8.99 -0.07  0.10000 -3.054 3.452  5.247 11.70  0.038 0.00 24.104 31.501 29.218 27.303 25.753 23.830 22.125 21.583 21.299  0.100 
 1   8.99 -0.01  0.25862 -2.021 3.554  5.032 10.60  0.036 0.71 20.001 24.452 23.113 21.630 20.594 19.400 18.249 17.679 17.444  0.259 
 1   8.99 -0.01  0.16469 -2.474 3.511  5.118 12.20  0.038 0.91 22.528 27.898 26.334 24.705 23.509 22.031 20.683 20.140 19.875  0.165 
 1   8.99  0.01  0.17865 -2.381 3.522  5.104 10.70  0.036 0.89 20.831 25.951 24.456 22.868 21.716 20.303 19.006 18.460 18.201  0.179 
 1   8.99  0.01  0.55110 -1.256 3.607  4.812 11.50  0.038 0.00 19.411 22.709 21.631 20.372 19.519 18.757 17.825 17.145 17.020  0.551 
 1   8.99  0.03  0.09758 -3.106 3.442  5.248 10.60  0.036 0.00 23.134 30.844 28.496 26.561 24.946 22.941 21.126 20.589 20.295  0.098 
 1   8.99  0.05  0.33412 -1.813 3.564  4.978  9.00  0.030 0.70 17.861 22.025 20.772 19.354 18.354 17.232 16.129 15.549 15.332  0.334 
 1   8.99  0.05  0.10025 -3.059 3.448  5.236 10.40  0.036 0.00 22.817 30.236 28.001 26.100 24.535 22.580 20.822 20.286 19.993  0.100 
 1   8.99  0.05  0.29869 -1.907 3.558  4.998 12.00  0.038 0.80 20.992 25.282 23.987 22.537 21.524 20.376 19.258 18.680 18.453  0.299 
 1   8.99  0.09  0.35714 -1.755 3.567  4.958 12.40  0.038 0.00 21.557 25.560 24.364 22.990 22.007 20.920 19.837 19.248 19.047  0.357 
 1   8.99  0.11  0.34613 -1.787 3.564  4.966 12.50  0.038 0.75 21.252 25.435 24.182 22.764 21.761 20.630 19.521 18.939 18.721  0.346 
 1   8.99  0.17  0.13886 -2.691 3.482  5.145 10.30  0.035 0.00 21.797 27.857 26.099 24.375 23.052 21.388 19.893 19.358 19.076  0.139 
 1   8.99  0.29  0.18364 -2.368 3.517  5.085 10.30  0.035 0.00 20.990 26.047 24.570 22.994 21.851 20.455 19.171 18.624 18.368  0.184 
 1   8.99  0.31  0.13946 -2.689 3.481  5.142 11.70  0.038 0.82 22.677 28.992 27.164 25.408 24.038 22.309 20.751 20.216 19.931  0.139 
 1   8.99  0.35  0.16300 -2.509 3.500  5.107 11.70  0.038 0.00 22.743 28.220 26.639 24.997 23.779 22.263 20.887 20.348 20.079  0.163 
 1   9.01 -0.29  0.44131 -1.477 3.600  4.906 10.70  0.036 0.00 19.163 22.443 21.409 20.121 19.250 18.491 17.567 16.932 16.783  0.441 
 1   9.01 -0.27  0.21129 -2.148 3.558  5.090 11.60  0.038 0.98 21.010 25.289 23.920 22.421 21.419 20.379 19.308 18.729 18.503  0.211 
 1   9.01 -0.21  0.34266 -1.754 3.580  4.992 10.20  0.035 0.00 19.356 23.059 21.910 20.546 19.606 18.689 17.688 17.096 16.912  0.343 
 1   9.01 -0.05  0.53510 -1.285 3.607  4.826 10.10  0.035 0.00 18.083 21.361 20.294 19.033 18.180 17.425 16.498 15.825 15.697  0.535 
 1   9.01 -0.05  1.34271  0.570 3.830  4.262 11.30  0.037 0.00 14.645 15.042 15.077 14.668 14.411 14.184 13.922 13.721 13.702  1.343 
 1   9.01  0.03  0.22350 -2.150 3.544  5.059  9.30  0.031 0.00 19.446 23.943 22.586 21.092 20.050 18.843 17.691 17.123 16.884  0.223 
 1   9.01  0.05  0.12167 -2.835 3.473  5.195 10.60  0.036 0.00 22.458 28.874 26.988 25.212 23.829 22.087 20.530 19.993 19.709  0.122 
 1   9.01  0.05  0.12592 -2.798 3.476  5.186 11.10  0.037 0.00 22.865 29.149 27.308 25.550 24.190 22.478 20.947 20.410 20.127  0.126 
 1   9.01  0.05  0.28966 -1.934 3.556  5.005 13.00  0.038 0.00 22.605 26.840 25.559 24.120 23.114 21.984 20.876 20.295 20.072  0.290 
 1   9.01  0.15  0.18879 -2.328 3.524  5.083  8.20  0.024 0.88 18.213 23.262 21.788 20.213 19.072 17.674 16.388 15.843 15.587  0.189 
 1   9.01  0.25  0.64916 -1.032 3.626  4.731 11.20  0.037 0.00 18.549 21.723 20.612 19.392 18.591 17.900 17.007 16.307 16.203  0.649 
 1   9.01  0.25  0.94104 -0.298 3.720  4.536 11.50  0.038 0.00 17.015 18.649 18.113 17.221 16.722 16.322 15.768 15.333 15.282  0.941 
 1   9.01  0.29  0.12961 -2.782 3.473  5.169 11.80  0.038 0.00 23.524 29.906 28.042 26.274 24.894 23.155 21.598 21.062 20.776  0.130 
 1   9.01  0.35  0.13880 -2.702 3.480  5.150 10.50  0.036 0.00 22.025 28.137 26.362 24.630 23.298 21.622 20.118 19.582 19.300  0.139 
 1   9.01  0.37  0.18361 -2.369 3.517  5.086 10.30  0.035 0.00 20.992 26.047 24.571 22.994 21.852 20.457 19.173 18.626 18.370  0.184 
 1   9.03 -0.21  1.04837  0.049 3.780  4.475  9.90  0.034 0.91 14.024 14.802 14.746 14.120 13.749 13.423 13.008 12.675 12.641  1.048 
 1   9.03 -0.13  0.28596 -1.919 3.566  5.021 11.30  0.037 0.85 20.271 24.393 23.116 21.676 20.687 19.634 18.563 17.982 17.767  0.286 
 1   9.03 -0.09  0.15274 -2.549 3.505  5.136 12.30  0.038 0.94 22.776 28.341 26.677 25.000 23.783 22.287 20.929 20.380 20.114  0.153 
 1   9.03 -0.07  1.52067  0.845 3.859  4.158 12.30  0.038 0.00 14.959 15.272 15.282 14.964 14.767 14.592 14.394 14.249 14.234  1.521 
 1   9.03 -0.03  0.18107 -2.357 3.526  5.104 12.00  0.038 0.00 22.662 27.538 26.087 24.529 23.424 22.100 20.868 20.313 20.063  0.181 
 1   9.03 -0.01  0.11669 -2.872 3.471  5.208  9.80  0.034 0.82 21.285 28.099 26.095 24.271 22.817 20.983 19.323 18.785 18.498  0.117 
 1   9.03 -0.01  0.11211 -2.913 3.467  5.216 11.60  0.038 0.92 23.039 29.906 27.861 26.026 24.564 22.726 21.081 20.544 20.256  0.112 
 1   9.03  0.01  0.10975 -2.937 3.464  5.218 11.90  0.038 0.00 24.011 30.771 28.764 26.943 25.500 23.685 22.061 21.524 21.237  0.110 
 1   9.03  0.03  0.46225 -1.480 3.587  4.879 10.80  0.037 0.00 19.270 22.873 21.771 20.471 19.548 18.613 17.604 16.978 16.817  0.462 
 1   9.03  0.05  0.13817 -2.691 3.486  5.160 11.30  0.037 0.00 22.797 28.743 27.011 25.301 24.000 22.370 20.904 20.367 20.089  0.138 
 1   9.03  0.07  1.19534  0.279 3.792  4.352  8.40  0.026 0.00 12.473 13.112 13.068 12.509 12.179 11.895 11.548 11.276 11.250  1.195 
 1   9.03  0.07  0.12830 -2.779 3.477  5.180  9.20  0.031 0.00 20.918 27.151 25.327 23.576 22.225 20.523 19.001 18.465 18.182  0.128 
 1   9.03  0.11  0.50823 -1.375 3.594  4.842  6.30  0.013 0.00 14.506 17.971 16.890 15.626 14.730 13.842 12.854 12.200 12.059  0.508 
 1   9.03  0.21  1.47635  0.702 3.827  4.158 10.80  0.037 0.00 13.815 14.281 14.254 13.813 13.546 13.320 13.057 12.862 12.840  1.476 
 1   9.03  0.23  0.42095 -1.595 3.574  4.898  8.00  0.023 0.00 16.757 20.600 19.492 18.197 17.220 16.114 15.021 14.423 14.241  0.421 
 1   9.03  0.27  1.82635  1.145 3.841  3.866 10.70  0.036 0.00 12.608 13.034 12.968 12.580 12.347 12.153 11.925 11.765 11.743  1.826 
 1   9.03  0.33  0.07181 -3.815 3.317  5.323  7.50  0.020 0.00 21.807 35.595 31.205 28.247 25.599 23.091 19.890 19.088 18.663  0.072 
 1   9.03  0.35  0.18143 -2.380 3.516  5.087 11.70  0.038 0.00 22.420 27.511 26.027 24.445 23.296 21.891 20.600 20.053 19.795  0.181 
 1   9.03  0.41  0.27332 -2.003 3.546  5.006 10.70  0.036 0.00 20.477 24.933 23.591 22.108 21.072 19.876 18.728 18.156 17.918  0.273 
 1   9.05 -0.27  0.60059 -1.062 3.636  4.768 11.20  0.037 0.00 18.625 21.445 20.493 19.328 18.577 17.970 17.135 16.466 16.361  0.601 
 1   9.05 -0.25  0.25353 -1.995 3.567  5.049 10.80  0.037 0.00 20.557 24.584 23.316 21.876 20.898 19.909 18.866 18.285 18.076  0.254 
 1   9.05 -0.21  0.45775 -1.450 3.599  4.890  8.10  0.024 0.84 15.954 19.358 18.287 16.985 16.093 15.278 14.328 13.703 13.546  0.458 
 1   9.05 -0.19  0.17693 -2.357 3.532  5.115 11.80  0.038 0.00 22.462 27.313 25.800 24.211 23.126 21.883 20.695 20.128 19.881  0.177 
 1   9.05 -0.11  0.36295 -1.715 3.577  4.968 10.30  0.035 0.00 19.358 23.120 21.970 20.615 19.664 18.695 17.671 17.081 16.895  0.363 
 1   9.05 -0.07  0.79520 -0.596 3.689  4.637 12.20  0.038 0.00 18.460 20.446 19.782 18.812 18.240 17.778 17.120 16.580 16.515  0.795 
 1   9.05 -0.01  2.28321 -0.773 4.499  7.997 11.30  0.037 0.00 18.002 19.746 20.822 21.081 21.211 21.381 21.761 21.883 21.987  0.699 
 1   9.05  0.01  0.52432 -1.324 3.601  4.834  9.80  0.034 0.00 17.881 21.238 20.160 18.889 18.018 17.222 16.274 15.603 15.471  0.524 
 1   9.05  0.07  0.19557 -2.271 3.533  5.079 11.10  0.037 0.00 21.548 26.264 24.862 23.335 22.255 20.972 19.768 19.209 18.964  0.196 
 1   9.05  0.09  0.14337 -2.650 3.489  5.145  9.70  0.033 0.00 21.094 26.943 25.244 23.548 22.264 20.656 19.208 18.671 18.395  0.143 
 1   9.05  0.09  0.16213 -2.501 3.505  5.115 10.70  0.036 0.00 21.722 27.090 25.532 23.906 22.708 21.226 19.876 19.335 19.069  0.162 
 1   9.05  0.13  0.16095 -2.514 3.502  5.114 10.30  0.035 0.81 20.872 26.535 24.904 23.237 21.986 20.418 18.996 18.457 18.184  0.161 
 1   9.05  0.15  0.36294 -1.744 3.565  4.948 10.00  0.034 0.89 18.500 22.599 21.374 19.981 18.987 17.871 16.772 16.185 15.976  0.363 
 1   9.05  0.15  0.20823 -2.221 3.535  5.062 10.90  0.037 0.00 21.222 25.904 24.512 22.992 21.916 20.643 19.445 18.885 18.640  0.208 
 1   9.05  0.17  0.17672 -2.404 3.514  5.092  9.00  0.030 0.00 19.781 24.909 23.414 21.826 20.670 19.253 17.953 17.409 17.150  0.177 
 1   9.05  0.17  0.30103 -1.915 3.553  4.989 10.20  0.035 0.00 19.757 24.068 22.764 21.311 20.296 19.142 18.022 17.442 17.213  0.301 
 1   9.05  0.19  0.33643 -1.820 3.559  4.966 11.00  0.037 0.87 19.712 23.973 22.690 21.253 20.243 19.095 17.979 17.397 17.172  0.336 
 1   9.05  0.29  0.27807 -1.988 3.547  5.003 14.80  0.038 0.00 24.540 28.979 27.641 26.160 25.128 23.938 22.795 22.221 21.983  0.278 
 1   9.05  0.45  0.25781 -2.050 3.542  5.015 12.60  0.038 0.98 21.764 26.296 24.940 23.445 22.396 21.172 20.006 19.438 19.198  0.258 
 1   9.07 -0.29  0.48239 -1.372 3.608  4.873 14.70  0.038 0.00 22.900 26.082 25.061 23.799 22.955 22.234 21.330 20.680 20.542  0.482 
 1   9.07 -0.19  0.20479 -2.186 3.552  5.089  8.40  0.026 0.83 18.120 22.691 21.256 19.716 18.673 17.513 16.375 15.804 15.564  0.205 
 1   9.07 -0.17  0.10581 -2.975 3.465  5.245 10.80  0.037 0.00 23.008 30.049 27.818 25.925 24.458 22.651 21.070 20.517 20.245  0.106 
 1   9.07 -0.17  0.29835 -1.874 3.570  5.014 12.30  0.038 0.00 21.756 25.680 24.465 23.062 22.094 21.103 20.063 19.480 19.279  0.298 
 1   9.07 -0.13  0.18658 -2.300 3.537  5.102 10.50  0.036 0.00 21.019 25.729 24.274 22.720 21.653 20.431 19.260 18.693 18.448  0.187 
 1   9.07 -0.01  0.54570 -1.266 3.607  4.816 10.00  0.034 0.00 17.935 21.225 20.151 18.891 18.038 17.279 16.349 15.672 15.546  0.546 
 1   9.07 -0.01  0.19260 -2.280 3.535  5.088 10.50  0.036 0.98 20.243 24.956 23.548 22.019 20.940 19.664 18.465 17.905 17.660  0.193 
 1   9.07  0.01  0.98758 -0.144 3.748  4.516 10.80  0.037 0.00 15.931 17.040 16.798 16.057 15.636 15.280 14.809 14.435 14.394  0.988 
 1   9.07  0.01  0.12574 -2.795 3.478  5.189 11.10  0.037 0.00 22.858 29.096 27.267 25.515 24.164 22.464 20.944 20.406 20.124  0.126 
 1   9.07  0.05  0.09848 -3.102 3.443  5.251 11.00  0.037 0.00 23.525 31.207 28.868 26.936 25.326 23.327 21.519 20.982 20.689  0.098 
 1   9.07  0.05  0.57276 -1.206 3.611  4.794 11.20  0.037 0.74 18.598 21.987 20.899 19.636 18.768 17.947 16.984 16.324 16.186  0.573 
 1   9.07  0.07  0.88188 -0.407 3.710  4.576 10.70  0.036 0.98 15.776 17.514 16.949 16.034 15.512 15.088 14.493 14.014 13.958  0.882 
 1   9.07  0.07  0.39035 -1.658 3.573  4.925 11.90  0.038 0.84 20.259 24.215 23.038 21.675 20.696 19.617 18.539 17.951 17.753  0.390 
 1   9.07  0.11  0.49409 -1.409 3.591  4.852  9.00  0.030 0.00 17.293 20.836 19.747 18.472 17.560 16.639 15.633 14.989 14.839  0.494 
 1   9.07  0.11  0.15447 -2.562 3.497  5.123 12.70  0.038 0.00 23.874 29.456 27.841 26.183 24.947 23.405 22.010 21.472 21.200  0.154 
 1   9.07  0.15  0.37953 -1.697 3.568  4.933  9.70  0.033 0.88 18.102 22.143 20.941 19.565 18.576 17.468 16.374 15.786 15.582  0.380 
 1   9.07  0.17  0.10663 -2.994 3.453  5.216 10.80  0.037 0.82 22.643 30.198 27.977 26.070 24.477 22.482 20.629 20.089 19.794  0.107 
 1   9.07  0.19  0.72433 -0.838 3.648  4.675 10.10  0.035 0.00 16.965 19.781 18.753 17.601 16.875 16.298 15.491 14.833 14.746  0.724 
 1   9.07  0.23  0.15933 -2.537 3.498  5.113  9.00  0.030 0.77 19.671 25.469 23.804 22.122 20.844 19.237 17.779 17.243 16.966  0.159 
 1   9.07  0.23  0.14391 -2.658 3.485  5.138 11.90  0.038 0.00 23.314 29.289 27.558 25.846 24.538 22.896 21.418 20.882 20.602  0.144 
 1   9.07  0.25  0.31124 -1.890 3.554  4.981  8.90  0.029 0.00 18.395 22.681 21.386 19.941 18.929 17.776 16.658 16.078 15.851  0.311 
 1   9.09 -0.41  1.09238  0.247 3.810  4.415 14.90  0.038 0.00 19.053 19.484 19.582 19.127 18.834 18.565 18.247 17.994 17.972  1.092 
 1   9.09 -0.33  0.16945 -2.400 3.531  5.136 10.60  0.036 0.00 21.369 26.319 24.724 23.089 22.001 20.788 19.613 19.039 18.790  0.169 
 1   9.09 -0.09  0.11302 -2.896 3.472  5.220 10.80  0.037 0.90 22.225 29.092 26.993 25.140 23.691 21.883 20.281 19.735 19.456  0.113 
 1   9.09 -0.07  0.28751 -1.924 3.562  5.016 11.00  0.037 0.00 20.580 24.684 23.426 22.001 21.012 19.943 18.867 18.284 18.071  0.288 
 1   9.09 -0.03  0.40487 -1.612 3.579  4.922 10.10  0.035 0.00 18.901 22.633 21.504 20.172 19.225 18.240 17.210 16.612 16.433  0.405 
 1   9.09 -0.01  0.44863 -1.508 3.586  4.889 11.10  0.037 0.00 19.640 23.258 22.150 20.840 19.914 18.981 17.973 17.354 17.189  0.449 
 1   9.09  0.07  0.28654 -1.945 3.555  5.005  9.50  0.032 0.94 18.440 22.738 21.435 19.981 18.969 17.821 16.706 16.128 15.899  0.287 
 1   9.09  0.09  0.12266 -2.831 3.472  5.190 11.50  0.038 0.73 23.011 29.754 27.809 26.003 24.560 22.731 21.045 20.507 20.217  0.123 
 1   9.09  0.09  0.11507 -2.897 3.465  5.204 12.30  0.038 0.88 23.749 30.701 28.644 26.803 25.322 23.459 21.781 21.245 20.955  0.115 
 1   9.09  0.11  2.05764  1.620 3.684  2.814 11.10  0.037 0.97 11.164 13.399 12.585 11.513 10.944 10.476  9.792  9.260  9.190  2.058 
 1   9.09  0.13  0.20709 -2.222 3.535  5.064 12.40  0.038 0.98 21.995 26.675 25.283 23.762 22.688 21.416 20.219 19.658 19.414  0.207 
 1   9.09  0.15  0.38501 -1.682 3.569  4.927 10.30  0.035 0.00 19.275 23.231 22.064 20.715 19.734 18.638 17.550 16.958 16.763  0.385 
 1   9.09  0.17  0.18457 -2.356 3.520  5.085 10.40  0.036 0.00 21.061 26.061 24.598 23.030 21.898 20.519 19.248 18.699 18.445  0.185 
 1   9.09  0.27  0.13902 -2.700 3.481  5.149  9.70  0.033 0.00 21.220 27.321 25.549 23.819 22.489 20.815 19.312 18.777 18.495  0.139 
 1   9.09  0.31  1.27647  0.404 3.798  4.280 11.20  0.037 0.98 14.262 14.962 14.857 14.285 13.954 13.679 13.346 13.094 13.066  1.276 
 1   9.09  0.35  0.08908 -3.284 3.414  5.272  9.80  0.034 0.86 22.393 31.918 28.951 26.812 24.880 22.601 20.325 19.746 19.432  0.089 
