Gc,logAg,e [M/H],m_ini,logL,logTe,logg,m-M0,Av,m2/m1,mbol,U,B,V,R,I,J,H,K,Mact
1,9.27,-0.07,0.41996,-1.566,3.584,4.911,9.9,0.694,0.81,18.068,22.815,21.511,19.977,18.909,17.806,16.581,15.906,15.682,0.42
1,9.27,-0.07,1.4266,0.768,3.829,4.086,10,0.702,0.92,12.314,13.761,13.616,13.006,12.616,12.243,11.767,11.484,11.419,1.427
1,9.27,-0.07,0.22284,-2.137,3.549,5.066,10.1,0.71,0,20.211,25.681,24.143,22.45,21.297,20.005,18.678,18.026,17.744,0.223
1,9.27,-0.07,0.15154,-2.562,3.503,5.136,10.3,0.723,0.83,20.967,27.752,25.883,23.99,22.611,20.916,19.303,18.679,18.363,0.152
1,9.27,-0.07,0.34888,-1.76,3.573,4.978,10.4,0.729,0,19.569,24.494,23.149,21.58,20.485,19.33,18.074,17.409,17.17,0.349
1,9.27,-0.07,0.40407,-1.605,3.582,4.922,10.6,0.739,0,19.383,24.165,22.862,21.324,20.25,19.145,17.911,17.23,17.007,0.404
1,9.27,-0.07,0.27231,-1.968,3.56,5.025,10.7,0.743,0.72,19.929,25.323,23.829,22.159,21.011,19.736,18.408,17.751,17.478,0.272
1,9.27,-0.07,0.12555,-2.788,3.481,5.195,10.8,0.747,0.81,22.058,29.668,27.539,25.532,24.008,22.116,20.34,19.716,19.39,0.126
1,9.27,-0.07,0.34693,-1.765,3.573,4.979,10.9,0.751,0,20.082,25.048,23.694,22.117,21.018,19.856,18.593,17.925,17.684,0.347
1,9.27,-0.07,0.91896,-0.26,3.735,4.547,10.9,0.751,0,16.321,18.695,18.202,17.204,16.62,16.09,15.359,14.868,14.775,0.919
1,9.27,-0.07,0.65298,-0.968,3.64,4.727,11,0.754,0,18.189,22.13,20.964,19.595,18.715,17.967,16.917,16.162,16.019,0.653
1,9.27,-0.07,0.72227,-0.779,3.663,4.672,11.2,0.759,0.7,17.657,21.359,20.294,18.985,18.152,17.425,16.409,15.695,15.554,0.722
1,9.27,-0.07,0.28767,-1.922,3.562,5.014,11.4,0.763,0.73,20.498,25.845,24.369,22.708,21.566,20.31,18.99,18.329,18.059,0.288
1,9.27,-0.07,0.14285,-2.635,3.495,5.156,11.5,0.764,0,22.859,29.719,27.828,25.919,24.531,22.829,21.21,20.582,20.263,0.143
1,9.27,-0.07,0.21735,-2.157,3.548,5.07,11.6,0.765,0.76,21.328,27.104,25.508,23.767,22.567,21.184,19.779,19.13,18.837,0.217
1,9.27,-0.07,0.1602,-2.501,3.51,5.129,11.6,0.765,0,22.622,29.064,27.297,25.45,24.134,22.546,21.009,20.377,20.067,0.16
1,9.27,-0.07,0.47466,-1.431,3.595,4.872,11.7,0.766,0,20.049,24.625,23.359,21.854,20.821,19.827,18.637,17.911,17.714,0.475
1,9.27,-0.07,0.14959,-2.576,3.501,5.138,11.8,0.767,0,23.01,29.69,27.859,25.975,24.618,22.962,21.376,20.747,20.431,0.15
1,9.27,-0.07,2.22843,-2.113,4.188,8.096,12.3,0.769,0,22.353,24.095,24.496,24.398,24.317,24.245,24.219,24.195,24.193,0.7
1,9.27,-0.07,0.14305,-2.634,3.495,5.155,12.8,0.77,0.88,23.571,30.61,28.667,26.733,25.313,23.566,21.909,21.281,20.959,0.143
1,9.27,-0.07,0.34398,-1.772,3.572,4.981,13.1,0.77,0,22.301,27.308,25.945,24.36,23.256,22.087,20.817,20.147,19.904,0.344
1,9.27,-0.07,0.3373,-1.789,3.571,4.985,13.5,0.77,0,22.743,27.777,26.405,24.813,23.706,22.532,21.258,20.589,20.344,0.337
1,9.27,-0.07,0.27683,-1.954,3.56,5.022,13.7,0.77,0.7,22.921,28.344,26.85,25.175,24.023,22.744,21.408,20.748,20.474,0.277
1,9.27,-0.07,0.22478,-2.129,3.55,5.064,15.1,0.77,0.84,24.627,30.291,28.717,26.991,25.81,24.468,23.097,22.443,22.154,0.225
1,9.27,-0.05,0.62686,-1.044,3.631,4.75,8.4,0.525,0.89,15.234,19.059,17.896,16.538,15.647,14.875,13.845,13.105,12.962,0.627
1,9.27,-0.05,0.96174,-0.164,3.746,4.513,9.1,0.613,0,14.279,16.294,15.908,14.994,14.46,13.977,13.321,12.873,12.793,0.962
1,9.27,-0.05,0.40387,-1.609,3.58,4.921,9.3,0.636,0,18.093,22.739,21.459,19.951,18.893,17.794,16.585,15.917,15.7,0.404
1,9.27,-0.05,1.02155,-0.024,3.762,4.466,9.6,0.667,0,14.431,16.325,16.025,15.166,14.656,14.187,13.561,13.145,13.067,1.022
1,9.27,-0.05,0.11677,-2.867,3.473,5.21,9.7,0.677,0,21.638,29.126,27.014,25.029,23.52,21.646,19.904,19.289,18.966,0.117
1,9.27,-0.05,0.22435,-2.134,3.548,5.063,10,0.702,0.87,19.501,25.05,23.502,21.801,20.633,19.302,17.95,17.305,17.021,0.224
1,9.27,-0.05,1.17192,0.292,3.797,4.349,10.3,0.723,0,14.339,15.98,15.808,15.079,14.628,14.202,13.65,13.305,13.233,1.172
1,9.27,-0.05,0.19672,-2.249,3.54,5.087,10.4,0.729,0,20.792,26.47,24.895,23.171,21.983,20.617,19.239,18.593,18.305,0.197
1,9.27,-0.05,0.1266,-2.781,3.481,5.191,10.5,0.734,0.8,21.76,29.323,27.223,25.229,23.708,21.815,20.036,19.415,19.088,0.127
1,9.27,-0.05,0.10398,-3.011,3.457,5.241,10.8,0.747,0,23.097,31.345,28.984,26.897,25.256,23.228,21.341,20.719,20.387,0.104
1,9.27,-0.05,2.2912,-1.315,4.377,8.039,10.8,0.747,0.79,18.618,20.891,21.551,21.526,21.482,21.454,21.518,21.523,21.547,0.681
1,9.27,-0.05,1.10351,0.153,3.782,4.403,11,0.754,0,15.387,17.201,16.974,16.176,15.691,15.235,14.636,14.256,14.178,1.104
1,9.27,-0.05,0.148,-2.592,3.499,5.141,11.1,0.757,0.88,21.775,28.664,26.779,24.872,23.474,21.753,20.116,19.491,19.171,0.148
1,9.27,-0.05,0.29008,-1.918,3.562,5.011,11.2,0.759,0,20.765,25.999,24.56,22.926,21.798,20.566,19.263,18.598,18.337,0.29
1,9.27,-0.05,0.71068,-0.818,3.657,4.68,11.2,0.759,0,18.014,21.694,20.608,19.301,18.478,17.785,16.789,16.068,15.937,0.711
1,9.27,-0.05,1.79815,0.598,3.821,4.193,11.3,0.761,0.74,14.561,16.127,15.973,15.327,14.917,14.524,14.019,13.72,13.65,1.325
1,9.27,-0.05,0.23739,-2.085,3.551,5.05,11.4,0.763,0.8,20.866,26.482,24.93,23.217,22.041,20.702,19.333,18.68,18.393,0.237
1,9.27,-0.05,0.30436,-1.877,3.564,5.002,11.4,0.763,0,20.863,26.041,24.621,23,21.878,20.661,19.366,18.699,18.442,0.304
1,9.27,-0.05,0.17514,-2.399,3.522,5.114,11.5,0.764,0,22.268,28.391,26.718,24.924,23.662,22.156,20.68,20.044,19.743,0.175
1,9.27,-0.05,0.22873,-2.118,3.549,5.059,11.8,0.767,0.86,21.27,26.899,25.339,23.622,22.445,21.107,19.741,19.087,18.799,0.229
1,9.27,-0.05,1.97497,-3.165,4.044,8.669,12,0.768,0,24.683,26.099,26.113,25.915,25.799,25.678,25.533,25.475,25.442,0.877
1,9.27,-0.05,0.56068,-1.216,3.613,4.802,12.1,0.769,0.93,19.281,23.671,22.421,20.952,19.966,19.067,17.919,17.16,16.986,0.561
1,9.27,-0.05,1.42115,0.752,3.827,4.092,12.2,0.769,0,15.09,16.641,16.474,15.846,15.446,15.061,14.566,14.278,14.209,1.421
1,9.27,-0.05,0.76335,-0.671,3.677,4.647,12.3,0.769,0,18.748,22.084,21.134,19.904,19.153,18.51,17.585,16.925,16.806,0.763
1,9.27,-0.05,0.19887,-2.234,3.542,5.084,12.4,0.77,0.81,22.281,28.19,26.572,24.814,23.589,22.154,20.716,20.072,19.775,0.199
1,9.27,-0.05,1.88047,-2.158,4.19,8.141,12.6,0.77,0,22.765,24.509,24.914,24.816,24.735,24.664,24.638,24.615,24.613,0.693
1,9.27,-0.05,0.19459,-2.264,3.538,5.09,12.8,0.77,0,23.229,29.007,27.414,25.673,24.47,23.082,21.683,21.035,20.743,0.195
1,9.27,-0.05,0.41635,-1.578,3.583,4.913,13.1,0.77,0.91,21.177,26.035,24.72,23.172,22.087,20.959,19.708,19.026,18.798,0.416
1,9.27,-0.05,0.5107,-1.346,3.602,4.844,15.1,0.77,0.88,22.661,27.228,25.96,24.46,23.431,22.443,21.252,20.522,20.327,0.511
1,9.27,-0.03,0.13634,-2.697,3.488,5.169,8.8,0.577,0,20.313,27.076,25.193,23.321,21.927,20.201,18.588,17.986,17.675,0.136
1,9.27,-0.03,0.21794,-2.162,3.546,5.067,9.3,0.636,0,19.474,24.884,23.367,21.694,20.544,19.232,17.906,17.267,16.989,0.218
1,9.27,-0.03,0.22963,-2.118,3.548,5.057,10.3,0.723,0,20.364,25.854,24.328,22.638,21.481,20.169,18.829,18.177,17.894,0.23
1,9.27,-0.03,3.47423,-2.855,4.022,8.172,10.5,0.734,0.73,22.044,23.365,23.298,23.027,22.875,22.718,22.518,22.431,22.389,0.7
1,9.27,-0.03,0.14209,-2.647,3.493,5.155,10.6,0.739,0,21.987,28.841,26.969,25.072,23.675,21.955,20.321,19.7,19.381,0.142
1,9.27,-0.03,0.18434,-2.338,3.528,5.102,10.7,0.743,0.91,20.703,26.766,25.115,23.337,22.081,20.58,19.108,18.475,18.175,0.184
1,9.27,-0.03,0.25529,-2.025,3.554,5.033,10.8,0.747,0.86,20.029,25.496,23.985,22.303,21.147,19.845,18.505,17.848,17.569,0.255
1,9.27,-0.03,0.16985,-2.439,3.516,5.118,10.9,0.751,0.93,21.113,27.447,25.727,23.907,22.604,21.024,19.496,18.867,18.56,0.17
1,9.27,-0.03,0.10142,-3.048,3.452,5.248,11.2,0.759,0,23.59,32.023,29.615,27.509,25.831,23.757,21.822,21.201,20.865,0.101
1,9.27,-0.03,0.13922,-2.672,3.491,5.162,11.3,0.761,0.97,22.05,29.08,27.157,25.233,23.808,22.047,20.38,19.756,19.434,0.139
1,9.27,-0.03,0.10374,-3.016,3.456,5.241,11.4,0.763,0.91,23.132,31.703,29.264,27.144,25.441,23.337,21.354,20.732,20.395,0.104
1,9.27,-0.03,0.32734,-1.822,3.567,4.989,11.5,0.764,0.94,20.13,25.278,23.873,22.263,21.143,19.927,18.633,17.965,17.711,0.327
1,9.27,-0.03,0.18914,-2.305,3.533,5.096,11.8,0.767,0,22.332,28.211,26.604,24.852,23.63,22.196,20.769,20.126,19.832,0.189
1,9.27,-0.03,0.12299,-2.815,3.477,5.197,11.9,0.768,0.92,23.058,30.625,28.527,26.529,25.009,23.121,21.35,20.727,20.397,0.123
1,9.27,-0.03,0.14869,-2.589,3.498,5.139,12.1,0.769,0,23.342,30.06,28.239,26.36,24.989,23.307,21.699,21.074,20.756,0.149
1,9.27,-0.03,0.12818,-2.769,3.481,5.187,12.3,0.769,0,23.992,31.283,29.276,27.315,25.845,24.023,22.307,21.683,21.356,0.128
1,9.27,-0.03,0.13652,-2.696,3.488,5.168,12.4,0.77,0.79,23.431,30.735,28.738,26.779,25.304,23.473,21.739,21.116,20.788,0.137
1,9.27,-0.03,0.86919,-0.398,3.715,4.582,12.7,0.77,0.84,18.075,20.984,20.253,19.12,18.439,17.841,16.987,16.387,16.276,0.869
1,9.27,-0.03,2.39139,-1.614,4.32,8.108,12.8,0.77,0.75,21.288,23.375,23.933,23.875,23.814,23.765,23.787,23.778,23.79,0.677
1,9.27,-0.03,0.19744,-2.247,3.54,5.085,13.2,0.77,0,23.587,29.33,27.753,26.021,24.823,23.439,22.043,21.394,21.104,0.197
1,9.27,-0.03,0.6947,-0.868,3.65,4.692,13.3,0.77,0,20.24,24.071,22.93,21.589,20.738,20.022,18.997,18.254,18.118,0.695
1,9.27,-0.03,0.42402,-1.563,3.583,4.906,15.4,0.77,0,24.078,28.887,27.584,26.048,24.972,23.86,22.617,21.925,21.705,0.424
1,9.27,-0.01,0.09594,-3.147,3.438,5.267,7.4,0.39,0,20.038,28.516,25.985,23.918,22.199,20.085,18.126,17.548,17.231,0.096
1,9.27,-0.01,0.27298,-1.976,3.556,5.021,8.7,0.564,0.97,17.685,22.756,21.33,19.728,18.621,17.381,16.113,15.473,15.214,0.273
1,9.27,-0.01,0.62646,-1.056,3.629,4.751,8.8,0.577,0,16.21,20.081,18.896,17.531,16.643,15.886,14.852,14.097,13.957,0.626
1,9.27,-0.01,0.14968,-2.582,3.498,5.135,9.7,0.677,0,20.926,27.482,25.702,23.857,22.504,20.837,19.254,18.642,18.329,0.15
1,9.27,-0.01,0.10308,-3.027,3.454,5.241,10.3,0.723,0.84,22.227,30.841,28.433,26.324,24.606,22.474,20.418,19.798,19.459,0.103
1,9.27,-0.01,0.20269,-2.222,3.541,5.078,10.5,0.734,0,20.826,26.472,24.92,23.209,22.024,20.653,19.273,18.628,18.34,0.203
1,9.27,-0.01,0.30408,-1.885,3.562,4.999,10.6,0.739,0,20.082,25.273,23.852,22.234,21.11,19.871,18.571,17.908,17.649,0.304
1,9.27,-0.01,0.15164,-2.568,3.5,5.133,10.8,0.747,0,21.991,28.605,26.822,24.963,23.606,21.938,20.344,19.723,19.407,0.152
1,9.27,-0.01,3.17765,-3.226,3.942,8.252,10.9,0.751,0.99,22.988,24.299,24.153,23.783,23.582,23.377,23.119,23.003,22.953,0.748
1,9.27,-0.01,0.41235,-1.596,3.58,4.914,11,0.754,0,19.759,24.601,23.295,21.758,20.675,19.533,18.279,17.598,17.373,0.412
1,9.27,-0.01,1.30973,0.557,3.815,4.205,11,0.754,0,14.378,15.968,15.799,15.127,14.706,14.304,13.787,13.477,13.407,1.31
1,9.27,-0.01,0.12987,-2.756,3.482,5.182,11.1,0.757,0.87,22.177,29.586,27.555,25.585,24.088,22.226,20.472,19.852,19.523,0.13
1,9.27,-0.01,0.14297,-2.641,3.493,5.152,11.4,0.763,0,22.773,29.644,27.785,25.889,24.487,22.758,21.113,20.491,20.17,0.143
1,9.27,-0.01,1.13615,0.225,3.788,4.365,11.5,0.764,0,15.707,17.504,17.281,16.497,16.02,15.571,14.983,14.613,14.537,1.136
1,9.27,-0.01,0.10863,-2.95,3.463,5.223,11.5,0.764,0,23.645,31.587,29.37,27.328,25.737,23.76,21.907,21.287,20.952,0.109
1,9.27,-0.01,0.13681,-2.695,3.488,5.166,11.7,0.766,0,23.208,30.254,28.34,26.418,24.987,23.215,21.536,20.915,20.59,0.137
1,9.27,-0.01,0.20211,-2.224,3.541,5.078,11.7,0.766,0,22.031,27.73,26.169,24.449,23.257,21.878,20.488,19.839,19.549,0.202
1,9.27,-0.01,0.12835,-2.77,3.481,5.185,11.9,0.768,0.71,23.285,30.842,28.806,26.826,25.304,23.396,21.558,20.936,20.603,0.128
1,9.27,-0.01,0.24686,-2.056,3.551,5.038,11.9,0.768,0,21.811,27.301,25.789,24.104,22.947,21.638,20.293,19.633,19.351,0.247
1,9.27,-0.01,0.288,-1.931,3.559,5.01,12,0.768,0,21.598,26.903,25.452,23.81,22.673,21.41,20.091,19.426,19.16,0.288
1,9.27,-0.01,0.81921,-0.53,3.695,4.609,12.4,0.77,0.92,17.951,21.143,20.262,19.062,18.337,17.711,16.812,16.176,16.06,0.819
1,9.27,-0.01,0.1955,-2.264,3.537,5.086,12.7,0.77,0,23.129,28.918,27.338,25.604,24.397,22.987,21.576,20.93,20.638,0.195
1,9.27,-0.01,0.29978,-1.896,3.561,5.001,12.9,0.77,0,22.41,27.666,26.232,24.601,23.469,22.219,20.907,20.241,19.978,0.3
1,9.27,-0.01,0.22565,-2.136,3.546,5.059,13.1,0.77,0,23.21,28.806,27.268,25.564,24.39,23.048,21.682,21.027,20.74,0.226
1,9.27,-0.01,0.83344,-0.494,3.701,4.601,15.3,0.77,0,21.305,24.254,23.477,22.331,21.653,21.06,20.216,19.63,19.522,0.833
1,9.27,0.01,0.15517,-2.546,3.502,5.129,8.6,0.551,0,19.735,25.984,24.271,22.481,21.172,19.558,18.035,17.436,17.134,0.155
1,9.27,0.01,0.17682,-2.396,3.52,5.108,8.9,0.589,0,19.659,25.517,23.909,22.176,20.94,19.448,18.011,17.399,17.108,0.177
1,9.27,0.01,0.1634,-2.489,3.509,5.122,9.2,0.625,0,20.192,26.384,24.696,22.911,21.618,20.038,18.529,17.919,17.617,0.163
1,9.27,0.01,0.38816,-1.655,3.575,4.927,9.3,0.636,0,18.208,22.959,21.668,20.155,19.078,17.913,16.674,16.018,15.791,0.388
1,9.27,0.01,1.24129,0.428,3.805,4.269,9.6,0.667,0.94,12.703,14.257,14.086,13.379,12.944,12.536,12.009,11.677,11.609,1.241
1,9.27,0.01,0.0923,-3.218,3.428,5.279,10.1,0.71,0,22.914,32.382,29.583,27.367,25.499,23.231,21.072,20.456,20.115,0.092
1,9.27,0.01,0.17776,-2.389,3.521,5.107,10.3,0.723,0,21.043,27.088,25.451,23.683,22.425,20.91,19.436,18.808,18.509,0.178
1,9.27,0.01,1.53143,0.89,3.816,3.942,10.4,0.729,0,12.945,14.509,14.316,13.66,13.247,12.855,12.348,12.046,11.976,1.531
1,9.27,0.01,0.13644,-2.701,3.487,5.166,10.5,0.734,0.86,21.46,28.675,26.709,24.77,23.304,21.479,19.758,19.141,18.815,0.136
1,9.27,0.01,1.0529,0.028,3.767,4.448,10.5,0.734,0,15.2,17.158,16.851,15.989,15.476,15.002,14.37,13.96,13.88,1.053
1,9.27,0.01,1.13973,0.223,3.787,4.365,10.7,0.743,0,14.913,16.69,16.464,15.681,15.206,14.76,14.177,13.809,13.733,1.14
1,9.27,0.01,0.11427,-2.895,3.468,5.211,10.8,0.747,0,22.808,30.508,28.377,26.37,24.82,22.889,21.079,20.461,20.128,0.114
1,9.27,0.01,2.6647,-2.396,4.124,8.124,10.9,0.751,0.84,21.394,22.873,23.03,22.862,22.757,22.651,22.542,22.493,22.469,0.701
1,9.27,0.01,0.17483,-2.409,3.518,5.11,10.9,0.751,0.91,21.064,27.339,25.65,23.846,22.548,20.972,19.447,18.82,18.513,0.175
1,9.27,0.01,1.6549,1.045,3.791,3.722,11.1,0.757,0,13.258,15.043,14.781,14.024,13.56,13.123,12.546,12.192,12.114,1.655
1,9.27,0.01,0.12487,-2.802,3.477,5.191,11.1,0.757,0,22.876,30.252,28.235,26.269,24.777,22.919,21.173,20.554,20.224,0.125
1,9.27,0.01,0.15262,-2.564,3.5,5.131,11.2,0.759,0,22.379,29.004,27.225,25.367,24.008,22.335,20.736,20.114,19.797,0.153
1,9.27,0.01,2.01141,-2.369,4.143,8.177,11.3,0.761,0,21.993,23.578,23.878,23.759,23.671,23.588,23.533,23.501,23.492,0.708
1,9.27,0.01,0.25832,-2.02,3.552,5.025,11.5,0.764,0.94,20.629,26.115,24.608,22.926,21.769,20.455,19.108,18.449,18.168,0.258
1,9.27,0.01,1.1487,0.243,3.789,4.356,11.5,0.764,0,15.663,17.457,17.232,16.45,15.974,15.528,14.943,14.576,14.5,1.149
1,9.27,0.01,0.34999,-1.763,3.569,4.967,11.6,0.765,0,20.778,25.853,24.482,22.897,21.784,20.571,19.28,18.611,18.364,0.35
1,9.27,0.01,0.26113,-2.011,3.553,5.024,11.6,0.765,0,21.398,26.839,25.347,23.675,22.522,21.221,19.881,19.22,18.942,0.261
1,9.27,0.01,4.33437,-3.307,3.942,8.376,12,0.768,0,25.036,26.375,26.224,25.848,25.644,25.436,25.173,25.055,25.005,0.831
1,9.27,0.01,0.19597,-2.263,3.536,5.083,12.2,0.769,0.9,22.037,27.971,26.365,24.612,23.378,21.913,20.464,19.825,19.527,0.196
1,9.27,0.01,0.12297,-2.819,3.475,5.195,12.2,0.769,0,24.018,31.466,29.428,27.452,25.948,24.074,22.314,21.694,21.362,0.123
1,9.27,0.01,0.54345,-1.272,3.606,4.815,12.4,0.77,0,20.351,24.8,23.537,22.062,21.065,20.138,18.976,18.215,18.04,0.543
1,9.27,0.01,0.20852,-2.202,3.541,5.071,12.6,0.77,0,22.876,28.565,27.011,25.294,24.103,22.724,21.334,20.684,20.395,0.209
1,9.27,0.01,0.19555,-2.266,3.536,5.084,13.1,0.77,0,23.534,29.336,27.758,26.024,24.813,23.394,21.978,21.333,21.04,0.196
1,9.27,0.01,0.35478,-1.75,3.57,4.962,13.2,0.77,0,22.344,27.411,26.044,24.462,23.35,22.138,20.848,20.178,19.932,0.355
1,9.27,0.01,0.24603,-2.06,3.55,5.035,13.5,0.77,0,23.42,28.94,27.422,25.733,24.571,23.251,21.9,21.241,20.956,0.246
1,9.27,0.03,0.13371,-2.727,3.483,5.171,9.5,0.657,0,21.088,28.091,26.171,24.265,22.831,21.046,19.372,18.764,18.444,0.134
1,9.27,0.03,0.10718,-2.973,3.459,5.225,9.7,0.677,0.8,21.548,29.825,27.538,25.479,23.817,21.743,19.736,19.122,18.787,0.107
1,9.27,0.03,2.31534,2.211,3.632,1.932,9.8,0.686,0.74,9.043,13.405,11.906,10.387,9.552,8.818,7.726,6.944,6.798,1.706
1,9.27,0.03,2.45595,-2.398,4.126,8.133,10.2,0.717,0.92,20.25,21.711,21.966,21.848,21.763,21.684,21.626,21.595,21.585,0.704
1,9.27,0.03,0.23918,-2.089,3.547,5.041,10.4,0.729,0,20.392,25.898,24.381,22.696,21.533,20.203,18.853,18.201,17.918,0.239
1,9.27,0.03,0.20182,-2.23,3.539,5.075,10.9,0.751,0,21.245,26.954,25.394,23.676,22.479,21.087,19.691,19.046,18.756,0.202
1,9.27,0.03,0.13795,-2.69,3.487,5.161,11.1,0.757,0,22.595,29.635,27.727,25.81,24.376,22.6,20.917,20.298,19.973,0.138
1,9.27,0.03,0.21921,-2.164,3.543,5.061,11.5,0.764,0,21.68,27.331,25.785,24.076,22.89,21.522,20.14,19.49,19.201,0.219
1,9.27,0.03,1.35299,0.615,3.815,4.162,11.6,0.765,0,14.833,16.451,16.266,15.59,15.166,14.763,14.245,13.936,13.865,1.353
1,9.27,0.03,0.94191,-0.237,3.735,4.534,11.7,0.766,0.71,16.871,19.456,18.887,17.839,17.212,16.646,15.851,15.299,15.192,0.942
1,9.27,0.03,0.47604,-1.444,3.59,4.868,11.7,0.766,0,20.08,24.762,23.483,21.977,20.925,19.864,18.642,17.923,17.721,0.476
1,9.27,0.03,0.13734,-2.695,3.486,5.163,11.9,0.768,0.74,23.018,30.364,28.385,26.431,24.942,23.083,21.311,20.691,20.36,0.137
1,9.27,0.03,0.26677,-1.997,3.553,5.019,12.3,0.769,0,22.062,27.509,26.016,24.344,23.191,21.888,20.546,19.885,19.606,0.267
1,9.27,0.03,0.28344,-1.946,3.556,5.007,12.4,0.77,0.95,21.332,26.732,25.255,23.595,22.447,21.154,19.819,19.156,18.881,0.283
1,9.27,0.03,4.42035,-3.271,3.951,8.38,12.4,0.77,0,25.346,26.686,26.529,26.175,25.986,25.793,25.544,25.437,25.387,0.833
1,9.27,0.03,1.02282,-0.046,3.758,4.474,15,0.77,0.94,19.295,21.51,21.096,20.153,19.598,19.091,18.403,17.952,17.863,1.023
1,9.27,0.05,1.34236,0.591,3.813,4.173,7.2,0.364,0,10.493,11.509,11.417,10.846,10.494,10.173,9.773,9.505,9.46,1.342
1,9.27,0.05,0.36585,-1.723,3.57,4.949,7.4,0.39,0,16.476,20.956,19.692,18.228,17.186,16.044,14.864,14.236,14.017,0.366
1,9.27,0.05,0.11447,-2.898,3.467,5.207,8.9,0.589,0,20.914,28.423,26.316,24.349,22.819,20.908,19.134,18.535,18.211,0.114
1,9.27,0.05,1.61987,0.985,3.798,3.799,9,0.602,0,11.307,12.804,12.596,11.906,11.483,11.089,10.579,10.258,10.192,1.62
1,9.27,0.05,0.09621,-3.145,3.437,5.26,9.6,0.667,0,22.232,31.177,28.569,26.419,24.639,22.457,20.398,19.789,19.452,0.096
1,9.27,0.05,0.40285,-1.62,3.576,4.912,9.7,0.677,0,18.52,23.322,22.033,20.52,19.434,18.253,16.995,16.331,16.104,0.403
1,9.27,0.05,0.24455,-2.071,3.548,5.034,9.8,0.686,0,19.748,25.183,23.678,22.007,20.853,19.533,18.196,17.549,17.269,0.245
1,9.27,0.05,0.94535,-0.234,3.734,4.531,10.3,0.723,0,15.655,18.043,17.514,16.508,15.923,15.4,14.677,14.192,14.101,0.945
1,9.27,0.05,0.11891,-2.859,3.47,5.2,10.4,0.729,0,22.317,29.896,27.804,25.816,24.284,22.376,20.588,19.973,19.641,0.119
1,9.27,0.05,0.46224,-1.48,3.587,4.876,10.5,0.734,0,18.969,23.667,22.39,20.888,19.829,18.736,17.505,16.8,16.593,0.462
1,9.27,0.05,0.31581,-1.857,3.561,4.985,10.6,0.739,0,20.013,25.223,23.803,22.187,21.06,19.806,18.497,17.834,17.574,0.316
1,9.27,0.05,0.28583,-1.942,3.556,5.004,10.7,0.743,0,20.325,25.668,24.204,22.556,21.415,20.13,18.804,18.143,17.872,0.286
1,9.27,0.05,0.29249,-1.922,3.557,4.999,10.9,0.751,0,20.474,25.799,24.344,22.701,21.561,20.282,18.957,18.295,18.026,0.292
1,9.27,0.05,0.15222,-2.571,3.498,5.129,11.4,0.763,0.73,22.203,29.143,27.288,25.39,23.974,22.212,20.527,19.907,19.582,0.152
1,9.27,0.05,0.36369,-1.729,3.569,4.951,11.5,0.764,0,20.592,25.658,24.297,22.722,21.608,20.386,19.09,18.419,18.174,0.364
1,9.27,0.05,0.13831,-2.689,3.486,5.159,11.6,0.765,0,23.093,30.162,28.248,26.326,24.888,23.105,21.416,20.796,20.47,0.138
1,9.27,0.05,0.92272,-0.288,3.727,4.546,12.2,0.769,0,17.691,20.252,19.66,18.61,18.001,17.456,16.698,16.189,16.093,0.923
1,9.27,0.05,0.88189,-0.391,3.713,4.572,12.3,0.769,0.82,17.698,20.678,19.908,18.757,18.066,17.46,16.596,15.988,15.875,0.882
1,9.27,0.05,0.19072,-2.303,3.53,5.087,12.4,0.77,0.92,22.304,28.342,26.714,24.946,23.692,22.192,20.719,20.084,19.783,0.191
1,9.27,0.05,0.1469,-2.614,3.493,5.139,12.5,0.77,0,23.805,30.647,28.806,26.917,25.519,23.792,22.148,21.526,21.204,0.147
1,9.27,0.05,0.50252,-1.381,3.595,4.847,13,0.77,0.76,20.774,25.502,24.213,22.702,21.645,20.563,19.327,18.612,18.404,0.503
1,9.27,0.05,0.14924,-2.593,3.495,5.133,13.1,0.77,0.91,23.738,30.66,28.797,26.897,25.485,23.736,22.073,21.452,21.128,0.149
1,9.27,0.05,1.20052,0.337,3.795,4.308,13.4,0.77,0,17.327,19.085,18.867,18.108,17.643,17.206,16.638,16.288,16.212,1.201
1,9.27,0.05,0.45623,-1.494,3.586,4.88,15.1,0.77,0,23.606,28.38,27.091,25.577,24.507,23.394,22.147,21.442,21.23,0.456
1,9.27,0.07,0.10117,-3.059,3.448,5.24,9,0.602,0,21.418,29.72,27.338,25.271,23.598,21.522,19.59,18.99,18.66,0.101
1,9.27,0.07,0.1963,-2.267,3.534,5.078,9.8,0.686,0.85,19.707,25.601,24,22.26,21.025,19.547,18.098,17.471,17.176,0.196
1,9.27,0.07,0.11649,-2.882,3.468,5.203,10.4,0.729,0,22.375,30.064,27.936,25.933,24.382,22.449,20.638,20.023,19.691,0.116
1,9.27,0.07,0.09944,-3.085,3.445,5.246,10.7,0.743,0,23.183,31.868,29.388,27.26,25.532,23.398,21.39,20.773,20.433,0.099
1,9.27,0.07,0.67308,-0.946,3.638,4.709,10.8,0.747,0,17.934,21.961,20.749,19.364,18.473,17.708,16.647,15.886,15.743,0.673
1,9.27,0.07,0.49103,-1.411,3.592,4.855,10.8,0.747,0,19.098,23.729,22.459,20.97,19.926,18.874,17.657,16.931,16.735,0.491
